entity_id,entity_name,sector,fiscal_year,statement,line_item,line_order,value,is_ratio
E05,Gold Fields,mining,FY2024,income_statement,Cost of sales and supplier payments,6,-353391293.56,False
E05,Gold Fields,mining,FY2025,income_statement,Cost of sales and supplier payments,6,-391277534.45000005,False
E05,Gold Fields,mining,FY2026,income_statement,Cost of sales and supplier payments,6,-383669747.8,False
E05,Gold Fields,mining,FY2024,income_statement,Gross profit proxy,7,731974910.2710071,False
E05,Gold Fields,mining,FY2025,income_statement,Gross profit proxy,7,707628439.2477572,False
E05,Gold Fields,mining,FY2026,income_statement,Gross profit proxy,7,762185735.9053783,False
E05,Gold Fields,mining,FY2024,income_statement,Employee costs,8,-706317.11,False
E05,Gold Fields,mining,FY2025,income_statement,Employee costs,8,-639991.15,False
E05,Gold Fields,mining,FY2026,income_statement,Employee costs,8,-861031.32,False
E05,Gold Fields,mining,FY2024,income_statement,Other operating expenses,9,-35325767.89,False
E05,Gold Fields,mining,FY2025,income_statement,Other operating expenses,9,-53713771.34,False
E05,Gold Fields,mining,FY2026,income_statement,Other operating expenses,9,-45310715.49,False
E05,Gold Fields,mining,FY2024,income_statement,EBITDA proxy,10,695942825.2710071,False
E05,Gold Fields,mining,FY2025,income_statement,EBITDA proxy,10,653274676.7577572,False
E05,Gold Fields,mining,FY2026,income_statement,EBITDA proxy,10,716013989.0953783,False
E05,Gold Fields,mining,FY2024,income_statement,Taxation paid,11,-2476141.26,False
E05,Gold Fields,mining,FY2025,income_statement,Taxation paid,11,-1919317.33,False
E05,Gold Fields,mining,FY2026,income_statement,Taxation paid,11,-2463030.78,False
E05,Gold Fields,mining,FY2024,income_statement,Net cash earnings proxy,12,693466684.0110071,False
E05,Gold Fields,mining,FY2025,income_statement,Net cash earnings proxy,12,651355359.4277571,False
E05,Gold Fields,mining,FY2026,income_statement,Net cash earnings proxy,12,713550958.3153783,False
E05,Gold Fields,mining,FY2024,income_statement,Gross margin proxy,13,0.6744036323292194,True
E05,Gold Fields,mining,FY2025,income_statement,Gross margin proxy,13,0.6439390231601226,True
E05,Gold Fields,mining,FY2026,income_statement,Gross margin proxy,13,0.6651674201014263,True
E05,Gold Fields,mining,FY2024,income_statement,EBITDA margin proxy,14,0.6412055422534294,True
E05,Gold Fields,mining,FY2025,income_statement,EBITDA margin proxy,14,0.5944773187095566,True
E05,Gold Fields,mining,FY2026,income_statement,EBITDA margin proxy,14,0.6248728563745124,True
E05,Gold Fields,mining,FY2024,income_statement,Employee cost ratio,15,0.0006507638689199268,True
E05,Gold Fields,mining,FY2025,income_statement,Employee cost ratio,15,0.0005823893629829543,True
E05,Gold Fields,mining,FY2026,income_statement,Employee cost ratio,15,0.0007514309895482315,True
E05,Gold Fields,mining,FY2024,income_statement,Export revenue share,16,0.18440337579477728,True
E05,Gold Fields,mining,FY2025,income_statement,Export revenue share,16,0.2038477604468929,True
E05,Gold Fields,mining,FY2026,income_statement,Export revenue share,16,0.14545157233183273,True
E05,Gold Fields,mining,FY2024,income_statement,Effective cash tax rate,17,0.0035579665025438916,True
E05,Gold Fields,mining,FY2025,income_statement,Effective cash tax rate,17,0.002937994381667588,True
E05,Gold Fields,mining,FY2026,income_statement,Effective cash tax rate,17,0.003439919914290817,True
E05,Gold Fields,mining,FY2024,income_statement,Revenue growth,18,,True
E05,Gold Fields,mining,FY2025,income_statement,Revenue growth,18,0.012474840122125741,True
E05,Gold Fields,mining,FY2026,income_statement,Revenue growth,18,0.04272386458109656,True
E06,Valterra Platinum,mining,FY2024,cash_flow,Receipts from customers,0,82560942.4413936,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Receipts from customers,0,82577519.33932224,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Receipts from customers,0,92639565.46511242,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Payments to suppliers,1,-55290231.589999996,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Payments to suppliers,1,-62729246.019999996,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Payments to suppliers,1,-60021573.72,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Payments to employees,2,-5960.93,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Payments to employees,2,-0.0,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Payments to employees,2,-0.0,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Taxation paid,3,-0.0,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Taxation paid,3,-312298.32,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Taxation paid,3,-716235.88,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Net cash from operating activities,4,27264749.921393603,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Net cash from operating activities,4,19535974.999322243,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Net cash from operating activities,4,31901755.86511242,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Intragroup sweeps received,5,746145.0,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Intragroup sweeps received,5,820835.3400000001,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Intragroup sweeps received,5,2061962.28,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Intragroup sweeps paid,6,-1728982.72,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Intragroup sweeps paid,6,-3873510.3600000003,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Intragroup sweeps paid,6,-5705169.08,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Cross-border intragroup received,7,36182865.58,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Cross-border intragroup received,7,40245816.44,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Cross-border intragroup received,7,45285480.150000006,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Cross-border intragroup paid,8,-35075769.09,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Cross-border intragroup paid,8,-51831938.9,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Cross-border intragroup paid,8,-47675765.92,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Net intragroup and financing flows,9,124258.76999999583,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Net intragroup and financing flows,9,-14638797.480000004,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Net intragroup and financing flows,9,-6033492.569999993,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Net movement in cash,10,27389008.6913936,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Net movement in cash,10,4897177.519322239,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Net movement in cash,10,25868263.295112427,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Memo - gross cash inflows,11,119489953.0213936,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Memo - gross cash inflows,11,123644171.11932224,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Memo - gross cash inflows,11,139987007.89511243,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Memo - gross cash outflows,12,-92100944.33,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Memo - gross cash outflows,12,-118746993.6,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Memo - gross cash outflows,12,-114118744.6,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Memo - foreign currency gross flows,13,174159503.27,False
E06,Valterra Platinum,mining,FY2025,cash_flow,Memo - foreign currency gross flows,13,192792730.06,False
E06,Valterra Platinum,mining,FY2026,cash_flow,Memo - foreign currency gross flows,13,202511540.88,False
E06,Valterra Platinum,mining,FY2024,cash_flow,Operating cash conversion,14,0.3302378717484682,True
E06,Valterra Platinum,mining,FY2025,cash_flow,Operating cash conversion,14,0.2365774021261921,True
E06,Valterra Platinum,mining,FY2026,cash_flow,Operating cash conversion,14,0.34436426493306965,True
E06,Valterra Platinum,mining,FY2024,contingent_note,Letters of credit - notional,0,32010282.68,False
E06,Valterra Platinum,mining,FY2025,contingent_note,Letters of credit - notional,0,71492639.79,False
E06,Valterra Platinum,mining,FY2026,contingent_note,Letters of credit - notional,0,55625234.62,False
E06,Valterra Platinum,mining,FY2024,contingent_note,Guarantees - notional,1,48512920.94,False
E06,Valterra Platinum,mining,FY2025,contingent_note,Guarantees - notional,1,42504520.16,False
E06,Valterra Platinum,mining,FY2026,contingent_note,Guarantees - notional,1,48188284.29,False
E06,Valterra Platinum,mining,FY2024,contingent_note,Export collections - notional,2,12005869.18,False
E06,Valterra Platinum,mining,FY2025,contingent_note,Export collections - notional,2,17613098.74,False
E06,Valterra Platinum,mining,FY2026,contingent_note,Export collections - notional,2,11564801.32,False
E06,Valterra Platinum,mining,FY2024,contingent_note,Total trade finance notional,3,92529072.80000001,False
E06,Valterra Platinum,mining,FY2025,contingent_note,Total trade finance notional,3,131610258.69,False
E06,Valterra Platinum,mining,FY2026,contingent_note,Total trade finance notional,3,115378320.22999999,False
E06,Valterra Platinum,mining,FY2024,contingent_note,Of which export,4,31398567.36,False
E06,Valterra Platinum,mining,FY2025,contingent_note,Of which export,4,46859320.24,False
E06,Valterra Platinum,mining,FY2026,contingent_note,Of which export,4,52626310.59,False
E06,Valterra Platinum,mining,FY2024,contingent_note,Of which import,5,61130505.44,False
E06,Valterra Platinum,mining,FY2025,contingent_note,Of which import,5,84750938.45,False
E06,Valterra Platinum,mining,FY2026,contingent_note,Of which import,5,62752009.64,False
E06,Valterra Platinum,mining,FY2024,contingent_note,Open exposure at period end,6,39696304.79,False
E06,Valterra Platinum,mining,FY2025,contingent_note,Open exposure at period end,6,55268983.1,False
E06,Valterra Platinum,mining,FY2026,contingent_note,Open exposure at period end,6,45968976.64,False
E06,Valterra Platinum,mining,FY2024,contingent_note,Settled during period,7,51832249.1,False
E06,Valterra Platinum,mining,FY2025,contingent_note,Settled during period,7,64836192.79,False
E06,Valterra Platinum,mining,FY2026,contingent_note,Settled during period,7,49180371.349999994,False
E06,Valterra Platinum,mining,FY2024,contingent_note,Weighted average tenor (days),8,95.9053251093423,True
E06,Valterra Platinum,mining,FY2025,contingent_note,Weighted average tenor (days),8,123.21554371720231,True
E06,Valterra Platinum,mining,FY2026,contingent_note,Weighted average tenor (days),8,132.36668375094786,True
E06,Valterra Platinum,mining,FY2024,contingent_note,Instrument count,9,59.0,True
E06,Valterra Platinum,mining,FY2025,contingent_note,Instrument count,9,75.0,True
E06,Valterra Platinum,mining,FY2026,contingent_note,Instrument count,9,70.0,True
E06,Valterra Platinum,mining,FY2024,contingent_note,Counterparty countries,10,15.0,True
E06,Valterra Platinum,mining,FY2025,contingent_note,Counterparty countries,10,16.0,True
E06,Valterra Platinum,mining,FY2026,contingent_note,Counterparty countries,10,15.0,True
E06,Valterra Platinum,mining,FY2024,income_statement,Revenue - domestic collections,0,27417799.931393605,False
E06,Valterra Platinum,mining,FY2025,income_statement,Revenue - domestic collections,0,32706228.87932224,False
E06,Valterra Platinum,mining,FY2026,income_statement,Revenue - domestic collections,0,33940580.06511242,False
E06,Valterra Platinum,mining,FY2024,income_statement,Revenue - cross-border trade receipts,1,40766226.93,False
E06,Valterra Platinum,mining,FY2025,income_statement,Revenue - cross-border trade receipts,1,40189934.4,False
E06,Valterra Platinum,mining,FY2026,income_statement,Revenue - cross-border trade receipts,1,46783984.339999996,False
E06,Valterra Platinum,mining,FY2024,income_statement,Other operating income,2,14376915.58,False
E06,Valterra Platinum,mining,FY2025,income_statement,Other operating income,2,9681356.06,False
E06,Valterra Platinum,mining,FY2026,income_statement,Other operating income,2,11915001.06,False
E06,Valterra Platinum,mining,FY2024,income_statement,Total revenue,3,82560942.4413936,False
E06,Valterra Platinum,mining,FY2025,income_statement,Total revenue,3,82577519.33932224,False
E06,Valterra Platinum,mining,FY2026,income_statement,Total revenue,3,92639565.46511242,False
E06,Valterra Platinum,mining,FY2024,income_statement,Cost of sales - domestic suppliers,4,-7532505.5,False
E06,Valterra Platinum,mining,FY2025,income_statement,Cost of sales - domestic suppliers,4,-11885561.76,False
E06,Valterra Platinum,mining,FY2026,income_statement,Cost of sales - domestic suppliers,4,-9170264.31,False
E06,Valterra Platinum,mining,FY2024,income_statement,Cost of sales - cross-border trade payments,5,-36717778.37,False
E06,Valterra Platinum,mining,FY2025,income_statement,Cost of sales - cross-border trade payments,5,-39383947.44,False
E06,Valterra Platinum,mining,FY2026,income_statement,Cost of sales - cross-border trade payments,5,-41726651.41,False
E06,Valterra Platinum,mining,FY2024,income_statement,Cost of sales and supplier payments,6,-44250283.87,False
E06,Valterra Platinum,mining,FY2025,income_statement,Cost of sales and supplier payments,6,-51269509.199999996,False
E06,Valterra Platinum,mining,FY2026,income_statement,Cost of sales and supplier payments,6,-50896915.72,False
E06,Valterra Platinum,mining,FY2024,income_statement,Gross profit proxy,7,38310658.5713936,False
E06,Valterra Platinum,mining,FY2025,income_statement,Gross profit proxy,7,31308010.139322244,False
E06,Valterra Platinum,mining,FY2026,income_statement,Gross profit proxy,7,41742649.74511242,False
E06,Valterra Platinum,mining,FY2024,income_statement,Employee costs,8,-5960.93,False
E06,Valterra Platinum,mining,FY2025,income_statement,Employee costs,8,-0.0,False
E06,Valterra Platinum,mining,FY2026,income_statement,Employee costs,8,-0.0,False
E06,Valterra Platinum,mining,FY2024,income_statement,Other operating expenses,9,-11039947.72,False
E06,Valterra Platinum,mining,FY2025,income_statement,Other operating expenses,9,-11459736.82,False
E06,Valterra Platinum,mining,FY2026,income_statement,Other operating expenses,9,-9124658.0,False
E06,Valterra Platinum,mining,FY2024,income_statement,EBITDA proxy,10,27264749.921393603,False
E06,Valterra Platinum,mining,FY2025,income_statement,EBITDA proxy,10,19848273.319322243,False
E06,Valterra Platinum,mining,FY2026,income_statement,EBITDA proxy,10,32617991.74511242,False
E06,Valterra Platinum,mining,FY2024,income_statement,Taxation paid,11,-0.0,False
E06,Valterra Platinum,mining,FY2025,income_statement,Taxation paid,11,-312298.32,False
E06,Valterra Platinum,mining,FY2026,income_statement,Taxation paid,11,-716235.88,False
E06,Valterra Platinum,mining,FY2024,income_statement,Net cash earnings proxy,12,27264749.921393603,False
E06,Valterra Platinum,mining,FY2025,income_statement,Net cash earnings proxy,12,19535974.999322243,False
E06,Valterra Platinum,mining,FY2026,income_statement,Net cash earnings proxy,12,31901755.86511242,False
E06,Valterra Platinum,mining,FY2024,income_statement,Gross margin proxy,13,0.46402884267689487,True
E06,Valterra Platinum,mining,FY2025,income_statement,Gross margin proxy,13,0.3791347861961484,True
E06,Valterra Platinum,mining,FY2026,income_statement,Gross margin proxy,13,0.4505920287464268,True
E06,Valterra Platinum,mining,FY2024,income_statement,EBITDA margin proxy,14,0.3302378717484682,True
E06,Valterra Platinum,mining,FY2025,income_statement,EBITDA margin proxy,14,0.24035928274574334,True
E06,Valterra Platinum,mining,FY2026,income_statement,EBITDA margin proxy,14,0.3520956902307167,True
E06,Valterra Platinum,mining,FY2024,income_statement,Employee cost ratio,15,7.220036283175187e-05,True
E06,Valterra Platinum,mining,FY2025,income_statement,Employee cost ratio,15,0.0,True
E06,Valterra Platinum,mining,FY2026,income_statement,Employee cost ratio,15,0.0,True
E06,Valterra Platinum,mining,FY2024,income_statement,Export revenue share,16,0.4937713369604297,True
E06,Valterra Platinum,mining,FY2025,income_statement,Export revenue share,16,0.48669340907243896,True
E06,Valterra Platinum,mining,FY2026,income_statement,Export revenue share,16,0.5050108353284386,True
E06,Valterra Platinum,mining,FY2024,income_statement,Effective cash tax rate,17,0.0,True
E06,Valterra Platinum,mining,FY2025,income_statement,Effective cash tax rate,17,0.015734281515358738,True
E06,Valterra Platinum,mining,FY2026,income_statement,Effective cash tax rate,17,0.021958307108447993,True
E06,Valterra Platinum,mining,FY2024,income_statement,Revenue growth,18,,True
E06,Valterra Platinum,mining,FY2025,income_statement,Revenue growth,18,0.00020078377787902113,True
E06,Valterra Platinum,mining,FY2026,income_statement,Revenue growth,18,0.12184970202899725,True
E07,OUTsurance Group,insurance,FY2024,cash_flow,Receipts from customers,0,190824528.87,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Receipts from customers,0,353306866.32,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Receipts from customers,0,408159864.11,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Payments to suppliers,1,-194563149.25,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Payments to suppliers,1,-348417589.88,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Payments to suppliers,1,-474104173.27,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Payments to employees,2,-56313.6,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Payments to employees,2,-57149.03,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Payments to employees,2,-33273.28,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Taxation paid,3,-3279214.18,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Taxation paid,3,-3802434.25,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Taxation paid,3,-2871581.75,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Net cash from operating activities,4,-7074148.1599999955,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Net cash from operating activities,4,1029693.1599999974,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Net cash from operating activities,4,-68849164.18999997,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Intragroup sweeps received,5,30708084.68,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Intragroup sweeps received,5,33440183.91,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Intragroup sweeps received,5,48556889.51,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Intragroup sweeps paid,6,-40106685.06,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Intragroup sweeps paid,6,-42679789.11,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Intragroup sweeps paid,6,-54554067.23,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Cross-border intragroup received,7,83910614.8,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Cross-border intragroup received,7,158440152.92,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Cross-border intragroup received,7,204890423.18,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Cross-border intragroup paid,8,-112196947.82000001,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Cross-border intragroup paid,8,-171392163.92,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Cross-border intragroup paid,8,-286655313.63,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Net intragroup and financing flows,9,-37684933.40000002,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Net intragroup and financing flows,9,-22191616.199999988,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Net intragroup and financing flows,9,-87762068.16999999,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Net movement in cash,10,-44759081.56000002,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Net movement in cash,10,-21161923.03999999,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Net movement in cash,10,-156611232.35999995,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Memo - gross cash inflows,11,305443228.35,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Memo - gross cash inflows,11,545187203.15,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Memo - gross cash inflows,11,661607176.8,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Memo - gross cash outflows,12,-350202309.91,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Memo - gross cash outflows,12,-566349126.1899999,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Memo - gross cash outflows,12,-818218409.16,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Memo - foreign currency gross flows,13,414141805.09,False
E07,OUTsurance Group,insurance,FY2025,cash_flow,Memo - foreign currency gross flows,13,828998615.28,False
E07,OUTsurance Group,insurance,FY2026,cash_flow,Memo - foreign currency gross flows,13,1136816776.21,False
E07,OUTsurance Group,insurance,FY2024,cash_flow,Operating cash conversion,14,-0.037071482381697836,True
E07,OUTsurance Group,insurance,FY2025,cash_flow,Operating cash conversion,14,0.0029144442357578616,True
E07,OUTsurance Group,insurance,FY2026,cash_flow,Operating cash conversion,14,-0.16868185787969825,True
E07,OUTsurance Group,insurance,FY2024,contingent_note,Letters of credit - notional,0,11408850.9,False
E07,OUTsurance Group,insurance,FY2025,contingent_note,Letters of credit - notional,0,6997618.26,False
E07,OUTsurance Group,insurance,FY2026,contingent_note,Letters of credit - notional,0,21879065.21,False
E07,OUTsurance Group,insurance,FY2024,contingent_note,Guarantees - notional,1,20268634.37,False
E07,OUTsurance Group,insurance,FY2025,contingent_note,Guarantees - notional,1,62559638.37,False
E07,OUTsurance Group,insurance,FY2026,contingent_note,Guarantees - notional,1,39981131.69,False
E07,OUTsurance Group,insurance,FY2024,contingent_note,Export collections - notional,2,7926603.38,False
E07,OUTsurance Group,insurance,FY2025,contingent_note,Export collections - notional,2,14568648.969999999,False
E07,OUTsurance Group,insurance,FY2026,contingent_note,Export collections - notional,2,16747268.0,False
E07,OUTsurance Group,insurance,FY2024,contingent_note,Total trade finance notional,3,39604088.650000006,False
E07,OUTsurance Group,insurance,FY2025,contingent_note,Total trade finance notional,3,84125905.6,False
E07,OUTsurance Group,insurance,FY2026,contingent_note,Total trade finance notional,3,78607464.9,False
E07,OUTsurance Group,insurance,FY2024,contingent_note,Of which export,4,18167122.64,False
E07,OUTsurance Group,insurance,FY2025,contingent_note,Of which export,4,32963695.22,False
E07,OUTsurance Group,insurance,FY2026,contingent_note,Of which export,4,38690659.14,False
E07,OUTsurance Group,insurance,FY2024,contingent_note,Of which import,5,21436966.01,False
E07,OUTsurance Group,insurance,FY2025,contingent_note,Of which import,5,51162210.38,False
E07,OUTsurance Group,insurance,FY2026,contingent_note,Of which import,5,39916805.76,False
E07,OUTsurance Group,insurance,FY2024,contingent_note,Open exposure at period end,6,21229999.63,False
E07,OUTsurance Group,insurance,FY2025,contingent_note,Open exposure at period end,6,51144085.22,False
E07,OUTsurance Group,insurance,FY2026,contingent_note,Open exposure at period end,6,43365718.87,False
E07,OUTsurance Group,insurance,FY2024,contingent_note,Settled during period,7,12745513.24,False
E07,OUTsurance Group,insurance,FY2025,contingent_note,Settled during period,7,29881639.0,False
E07,OUTsurance Group,insurance,FY2026,contingent_note,Settled during period,7,25257368.23,False
E07,OUTsurance Group,insurance,FY2024,contingent_note,Weighted average tenor (days),8,144.6916922730401,True
E07,OUTsurance Group,insurance,FY2025,contingent_note,Weighted average tenor (days),8,93.1591900759283,True
E07,OUTsurance Group,insurance,FY2026,contingent_note,Weighted average tenor (days),8,95.47009711669254,True
E07,OUTsurance Group,insurance,FY2024,contingent_note,Instrument count,9,42.0,True
E07,OUTsurance Group,insurance,FY2025,contingent_note,Instrument count,9,63.0,True
E07,OUTsurance Group,insurance,FY2026,contingent_note,Instrument count,9,86.0,True
E07,OUTsurance Group,insurance,FY2024,contingent_note,Counterparty countries,10,11.0,True
E07,OUTsurance Group,insurance,FY2025,contingent_note,Counterparty countries,10,10.0,True
E07,OUTsurance Group,insurance,FY2026,contingent_note,Counterparty countries,10,11.0,True
E07,OUTsurance Group,insurance,FY2024,income_statement,Revenue - domestic collections,0,80713050.0,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Revenue - domestic collections,0,98086625.47,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Revenue - domestic collections,0,113524066.47,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Revenue - cross-border trade receipts,1,85257012.92,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Revenue - cross-border trade receipts,1,199536465.83,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Revenue - cross-border trade receipts,1,241582481.1,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Other operating income,2,24854465.95,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Other operating income,2,55683775.019999996,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Other operating income,2,53053316.54,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Total revenue,3,190824528.87,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Total revenue,3,353306866.32,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Total revenue,3,408159864.11,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Cost of sales - domestic suppliers,4,-86640385.65,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Cost of sales - domestic suppliers,4,-104471532.29,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Cost of sales - domestic suppliers,4,-123468931.51,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Cost of sales - cross-border trade payments,5,-87257067.21,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Cost of sales - cross-border trade payments,5,-196029527.39000002,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Cost of sales - cross-border trade payments,5,-286495066.74,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Cost of sales and supplier payments,6,-173897452.86,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Cost of sales and supplier payments,6,-300501059.68,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Cost of sales and supplier payments,6,-409963998.25,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Gross profit proxy,7,16927076.00999999,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Gross profit proxy,7,52805806.639999986,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Gross profit proxy,7,-1804134.1399999857,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Employee costs,8,-56313.6,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Employee costs,8,-57149.03,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Employee costs,8,-33273.28,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Other operating expenses,9,-20665696.39,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Other operating expenses,9,-47916530.2,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Other operating expenses,9,-64140175.019999996,False
E07,OUTsurance Group,insurance,FY2024,income_statement,EBITDA proxy,10,-3794933.9800000116,False
E07,OUTsurance Group,insurance,FY2025,income_statement,EBITDA proxy,10,4832127.4099999815,False
E07,OUTsurance Group,insurance,FY2026,income_statement,EBITDA proxy,10,-65977582.43999998,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Taxation paid,11,-3279214.18,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Taxation paid,11,-3802434.25,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Taxation paid,11,-2871581.75,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Net cash earnings proxy,12,-7074148.160000011,False
E07,OUTsurance Group,insurance,FY2025,income_statement,Net cash earnings proxy,12,1029693.1599999815,False
E07,OUTsurance Group,insurance,FY2026,income_statement,Net cash earnings proxy,12,-68849164.18999998,False
E07,OUTsurance Group,insurance,FY2024,income_statement,Gross margin proxy,13,0.08870492755955725,True
E07,OUTsurance Group,insurance,FY2025,income_statement,Gross margin proxy,13,0.149461591816821,True
E07,OUTsurance Group,insurance,FY2026,income_statement,Gross margin proxy,13,-0.0044201654759316745,True
E07,OUTsurance Group,insurance,FY2024,income_statement,EBITDA margin proxy,14,-0.01988703445239645,True
E07,OUTsurance Group,insurance,FY2025,income_statement,EBITDA margin proxy,14,0.013676856779860563,True
E07,OUTsurance Group,insurance,FY2026,income_statement,EBITDA margin proxy,14,-0.16164642396641643,True
E07,OUTsurance Group,insurance,FY2024,income_statement,Employee cost ratio,15,0.00029510671575331843,True
E07,OUTsurance Group,insurance,FY2025,income_statement,Employee cost ratio,15,0.00016175465423374624,True
E07,OUTsurance Group,insurance,FY2026,income_statement,Employee cost ratio,15,8.152021530228845e-05,True
E07,OUTsurance Group,insurance,FY2024,income_statement,Export revenue share,16,0.446782252915094,True
