entity_id,fiscal_year,entity_name,sector,tb_txn_count,tb_total_value_zar,tb_avg_txn_zar,tb_median_txn_zar,tb_net_flow_zar,intercompany_transfers,payments_to_employees,payments_to_suppliers,receipts_from_customers,taxes_paid,channel_Debit Order,channel_EFT,channel_Internal Transfer,channel_RTC,channel_SWIFT,net_operating_cash_flow,operating_margin_proxy,tf_instrument_count,tf_total_value_zar,tf_avg_value_zar,tf_net_trade_zar,tf_countries,tf_weighted_avg_tenor_days,tf_open_exposure_zar,tf_export_collections,tf_guarantees,tf_letters_of_credit,tf_export,tf_import,xb_txn_count,xb_total_value_zar,xb_net_fx_zar,xb_countries,xb_inflow_zar,xb_outflow_zar,fx_AED/ZAR,fx_CNY/ZAR,fx_EUR/ZAR,fx_GBP/ZAR,fx_USD/ZAR,xb_corridor_intercompany,xb_corridor_other,xb_corridor_trade,total_flow_zar,fx_dependence,tb_total_value_zar_index,tb_total_value_zar_yoy,tb_total_value_zar_share,tf_total_value_zar_index,tf_total_value_zar_yoy,tf_total_value_zar_share,xb_total_value_zar_index,xb_total_value_zar_yoy,xb_total_value_zar_share,total_flow_zar_index,total_flow_zar_yoy,total_flow_zar_share
E11,FY2026,Pepkor Holdings,consumer,309919,34198174240.7,110345.52331641494,46129.55,3150258889.34,18343440922.7,11383454.24,6231919739.51,9581097431.6,30332692.65,3368918594.32,15403341555.39,5171460235.49,6861630354.53,3392823500.97,3307461545.200001,0.3452069628570377,1077,1533077406.45,1423470.2009749303,-105714457.61,22,111.34015498500337,746444749.54,800072177.59,184739836.57,548265392.29,713681474.42,819395932.03,14202,6655520139.92,-411941614.24,22,3121789262.84,3533730877.08,1309352694.73,1463400459.41,1280447268.65,1263978080.25,1338341636.88,2992629762.37,635414295.62,3027476081.93,42386771787.07,0.15701880231299553,98.81315217448606,-0.0010267851998434496,0.25812247766193164,101.37496575965602,0.035217588668285504,0.11403306890472431,104.52440279635434,-0.04524495645514337,0.14813626989264272,99.7602331783172,-0.006990593990150229,0.22208226444158835
E12,FY2024,Clicks Group,consumer,2993,187232797.41,62556.89856665553,32436.4,-19712615.87,46997404.51,43699.71000000001,73618808.63,64252029.78,2320854.7800000003,17669844.61,89574221.51,26800247.66,35351496.16,17836987.47,-11731333.339999989,-0.18258307761121734,78,74091890.33,949896.0298717949,2141523.1100000017,19,93.98538972800966,40583535.92,35987515.1,5914812.63,32189562.6,38116706.72,35975183.61,2614,1013158662.74,407304.2599999989,18,506782983.5,506375679.24,187661514.78,221761367.33,203175228.18,192242811.48,208317740.97,452384462.73,95782876.12,464991323.89,1274483350.48,0.7949563737795562,100.0,,0.0013546420306500893,100.0,,0.006046387979671643,100.0,,0.02366895104846265,100.0,,0.006594144898318266
E12,FY2025,Clicks Group,consumer,3015,204912540.24,67964.35828855721,32343.36,-15437204.7,55726716.1,45215.71,76062102.59,70686010.19,2392495.65,23863652.41,97126078.86,28372639.06,33664930.67,21885239.24,-7813803.760000005,-0.1105424360350364,63,97750716.68,1551598.6774603175,-20237679.92,18,108.29117671181046,37919486.33,66062269.72,8241160.31,23447286.65,38756518.379999995,58994198.3,2605,1012883874.23,-23219033.45,18,494832420.39,518051453.84,177472922.56,223852670.91,197989920.68,218319852.53,195248507.55,440124695.14,96026555.03,476732624.06,1315547131.15,0.7699335510272265,109.44265271606508,0.09442652716065081,0.0015387291825942392,131.93173536891186,0.31931735368911873,0.0077533265865386905,99.97287803775404,-0.0002712196224595731,0.022260277361368066,103.22199428141094,0.03221994281410945,0.006877619786482484
E12,FY2026,Clicks Group,consumer,3018,197714520.05,65511.76940026508,34515.884999999995,922024.6700000004,45450432.7,8004.65,78856913.64,70289732.94,3109436.12,18691404.95,85731537.74,28163934.76,44928544.78,20199097.82,-11684621.470000014,-0.1662351097559884,60,63867542.63,1064459.0438333333,-17701380.59,18,118.34656884465134,29010349.95,38855955.68,6203885.96,18807700.99,23083081.02,40784461.61,2606,1005496789.56,-52194375.92,18,476651206.82,528845582.74,227498158.34,188545294.1,196578839.79,204657834.97,188216662.35999998,465816476.49,109538009.16,430142303.91,1267078852.24,0.7935550244425883,105.59823000296645,-0.03512728006577559,0.0014923183157628428,86.20044966532575,-0.3466283951750563,0.004750583277048468,99.24376373989844,-0.007293121016084703,0.02238000046022494,99.41901961785446,-0.03684267766798366,0.00663876320058295
E13,FY2024,NEPI Rockcastle,real_estate,641,28614885.96,44641.00773790952,22027.87,-2139539.1399999997,7785369.77,7497.33,10890227.43,9550605.05,381186.38,3600570.48,12373071.24,3257443.97,6116393.6,3267406.67,-1728306.0899999999,-0.18096299459058876,6,1511615.55,251935.92500000002,1415915.81,3,129.94566991587246,737661.29,588355.24,569849.38,353410.93,1463765.68,47849.87,684,151248667.58,-11717729.14,11,69765469.22,81483198.36,40415722.54,27553966.99,24313240.78,25139702.27,33826035.0,60985185.78,17242655.22,73020826.58,181375169.09,0.8338995262628759,100.0,,0.0002070306471936782,100.0,,0.00012335782027826067,100.0,,0.003533402457828962,100.0,,0.0009384305769753599
E13,FY2025,NEPI Rockcastle,real_estate,963,39684355.88,41209.09229491174,21838.46,-4501685.32,8747555.39,0.0,16238294.9,14031936.99,666568.6,3551317.81,19699835.73,5186031.74,7733043.49,3514127.11,-2872926.51,-0.20474197625370036,6,2344684.5700000003,390780.7616666667,1553956.83,4,71.48965031147024,1021736.13,596774.55,1419303.03,328606.99,1949320.7000000002,395363.87,1019,256599278.17,-3970376.590000001,11,126314450.79,130284827.38,47132579.51,47732675.43,66285161.7,49897014.0,45551847.53,108221705.18,30992317.49,117385255.5,298628318.62,0.8592596956503602,138.68430555856042,0.38684305558560417,0.00029799775266800083,155.111170297236,0.5511117029723598,0.00018597413738806397,169.6539098661989,0.6965390986619888,0.0056393148791447694,164.6467485699864,0.646467485699864,0.0015612150901423883
E13,FY2026,NEPI Rockcastle,real_estate,1184,48368287.3,40851.59400337838,21205.410000000003,-2379852.5,10911403.76,7559.67,20683305.99,16368018.04,397999.83999999997,6285258.99,21816773.43,6793920.56,8492947.31,4979387.01,-4720847.460000001,-0.2884190039663471,8,3904356.82,488044.6025,-3904356.82,5,121.71834537909884,1828765.27,0.0,3904356.82,0.0,0.0,3904356.82,1175,304225516.69,-10585812.85,11,146819851.92,157405664.77,70288327.71,56300793.51,57325424.71,49855594.31,70455376.45,136929808.05,26895347.88,140400360.76,356498160.81,0.8533719108080915,169.03190656643804,0.21882505656029805,0.00036507627776460465,258.29033182412024,0.6651949136168875,0.00029041311835301055,201.14260942436792,0.18560550465947556,0.006771346536584928,196.55290335420852,0.19378551390378518,0.0018678449781376733
E14,FY2024,Prosus,tech,16457,2003620474.21,121748.82871787081,49517.73,141792757.47,1129101727.07,1456633.49,343543949.05,524534203.4,4983961.2,182974795.13,922034332.92,307936429.57,401378370.33,189296546.26,174549659.65999997,0.3327707869736221,14,52082721.77,3720194.4121428574,-36931080.05,7,82.65325306845997,43875525.76,1335399.0,20456352.810000002,30290969.96,7575820.86,44506900.91,3969,1937347973.04,-60413916.5,11,938467028.27,998880944.77,393876068.58,393961715.89,369462372.55,370880230.92,409167585.1,900840940.57,191093054.44,845413978.03,3993051169.02,0.4851798514556667,100.0,,0.014496330479389431,100.0,,0.004250294350111915,100.0,,0.045259440622766066,100.0,,0.02065994662464617
E14,FY2025,Prosus,tech,16543,1940810290.72,117319.12535332165,48468.13,240345849.76,1102488795.92,1534171.1199999999,327042409.85,506685606.51,3059307.32,194390348.67,855709737.68,294129396.84,392567036.46,204013771.07,175049718.21999997,0.345479950428679,13,16390368.77,1260797.5976923076,-11565223.93,8,151.29487351674763,15364750.600000001,448287.13,2851582.13,13090499.51,2412572.42,13977796.35,4146,2083659052.44,-63354129.88000001,11,1010152461.28,1073506591.16,381979465.21,435341482.27,457956896.43,423164931.86,385216276.67,899967355.65,214739906.1,968951790.6899999,4040859711.9300003,0.5156474614271626,96.86516561901449,-0.03134834380985507,0.01457393202344927,31.469877558205805,-0.685301224417942,0.0013000404116076955,107.55213216397131,0.07552132163971303,0.045792839252278804,101.19729352032655,0.011972935203265589,0.02112542838725621
E14,FY2026,Prosus,tech,16703,1933042350.68,115730.24909776688,47206.93,257042835.72,1083981431.05,1653141.57,326813377.8,517639594.93,2954805.33,210645080.52,863967197.84,268990191.81,397017861.28,192422019.23,186218270.23000002,0.3597450273393058,11,32376358.75,2943305.340909091,-18786040.009999998,7,98.22632643795991,1724870.59,12110886.5,7769874.4799999995,12495597.77,6795159.37,25581199.38,4010,1973314428.53,-120074404.11000001,11,926620012.21,1046694416.32,378400691.03000003,418391822.46999997,389687383.11,404582557.93,382251973.99,858209664.56,194345293.03,920759470.94,3938733137.96,0.5010023170932684,96.477470437218,-0.004002421090377739,0.014590301735732454,62.16333872291789,0.9753282677361017,0.0024082120920247444,101.85647885617384,-0.052957139883698656,0.043921351392872475,98.63968607561493,-0.025273476747655343,0.020636692473384167
E15,FY2024,Naspers,tech,10864,1382912410.07,127293.11580173048,50861.325,47995261.49,800697627.33,1052074.83,231196715.39,347902424.93,2063567.59,111977454.87,618936630.11,235645795.06,277505491.24,138847038.79,113590067.12,0.3264997855155939,32,46381440.22,1449420.006875,-104690.90000000037,10,114.96448971307947,20212412.21,18288089.08,15076351.75,13016999.39,23138374.66,23243065.56,3899,1897997790.83,-76866313.71,11,910565738.56,987432052.27,425177531.49,373134868.93,347079248.43,384461761.16,368144380.82,818853267.46,205854280.12,873290243.25,3327291641.12,0.5704332518898508,100.0,,0.010005465395500089,100.0,,0.0037850320915960747,100.0,,0.044340159595293284,100.0,,0.01721532352089582
E15,FY2025,Naspers,tech,10909,1354032760.79,124120.70407828398,51319.86,155818360.23,771037547.1,1087476.33,223990832.84,355819549.41,2097355.11,140220248.79,619980388.32,184915069.56,269556448.66,139360605.46,128643885.13,0.36154248787991006,28,40600208.839999996,1450007.4585714284,10707104.059999999,9,149.99697850445835,28080500.54,21316053.77,6084583.88,13199571.19,25653656.45,14946552.39,4105,2018407792.74,-81354222.4,11,968526785.17,1049881007.57,430129458.17,440095850.88,371718087.37,367459692.07,409004704.25,922514146.0,214781263.9,881112382.84,3413040762.37,0.5913810977570707,97.91167907166745,-0.020883209283325543,0.0101677023806155,87.53546385671073,-0.12464536143289262,0.0032203004674501903,106.3440538493643,0.06344053849364295,0.044358804042462806,102.57714473207814,0.025771447320781293,0.01784321984635204
E15,FY2026,Naspers,tech,10937,1459744404.2,133468.44694157448,52093.87,54773719.56,849703589.7,1012132.7,236415508.49,368658613.56,3954559.75,125504418.53999999,673912869.76,201344978.56,313649291.77,145332845.57,127276412.62,0.3452419336983306,28,45388341.4,1621012.1928571428,-22162663.3,11,156.05405066200547,33401487.64,16301992.29,18657055.37,10429293.74,11612839.049999999,33775502.35,3930,2053358828.74,-132090527.58,11,960634150.58,1092724678.16,401284675.9,412744166.68,419391883.85,414417462.6,405520639.71,943405507.78,201550557.25,908402763.71,3558491574.34,0.5770306844469177,105.55581059006558,0.07807170289463561,0.011017922761409138,97.85884436686429,0.11793369287506361,0.0033760668838779566,108.18552258915224,0.01731614202328946,0.045702952022668754,106.94859237353104,0.04261619538027439,0.018644445743490487
E16,FY2024,MTN Group,telecoms,70355,10538121320.63,149784.96653585386,60636.18,931153038.33,6014155422.32,7969930.98,1788270843.37,2701612746.62,26112377.34,1100719492.24,4707041314.16,1595435226.44,2149214312.45,985710975.34,879259594.9300001,0.32545730176541615,835,1468319756.25,1758466.7739520958,-148404199.29,20,105.55752380022504,700157986.7,295162072.18,650931241.92,522226442.15,659957778.48,808361977.77,10408,6437338428.54,-284425569.64,19,3076456429.45,3360881999.09,1318983898.21,1324277257.97,1275982022.0,1256603812.57,1261491437.79,2941557969.72,635019296.97,2860761161.85,18443779505.42,0.3490249071047659,100.0,,0.07624402488499477,100.0,,0.119824597333963,100.0,,0.15038616729135262,100.0,,0.09542765269202379
E16,FY2025,MTN Group,telecoms,70125,10429339783.25,148724.98799643494,61116.63,942290277.61,5955920006.51,8355639.55,1735850627.55,2707182726.86,22030782.78,1039506539.18,4789246960.97,1546927789.37,2006573766.13,1047084727.6,940945676.9800003,0.3475737591128109,794,1492374953.76,1879565.4329471032,-239346532.52,20,115.48420051564749,742228362.94,321591263.44,545479541.18,625304149.14,626514210.62,865860743.14,10877,6669570788.17,-643328182.51,19,3013121302.83,3656449485.34,1230362528.4,1279518266.35,1408458320.81,1268241054.06,1482990618.55,2983868034.78,690288136.87,2995414616.52,18591285525.18,0.3587471549042021,98.9677331084902,-0.010322668915098032,0.07831599501368736,101.63828058620116,0.016382805862011685,0.11837120789559674,103.60758350998599,0.03607583509985979,0.1465780030695103,100.79976026451983,0.007997602645198443,0.09719438411328511
E16,FY2026,MTN Group,telecoms,69947,10437049863.52,149213.68841437087,60592.3,908090629.0,5988006090.37,8304398.45,1738549368.78,2678835912.23,23354093.69,1012607316.09,4653712114.01,1573960781.17,2199360947.66,997408704.59,908628051.31,0.3391876475754767,784,1443169160.97,1840776.9910331634,-218832872.19,20,100.94381551704895,678998698.85,318420571.97,552807603.62,571940985.38,612168144.39,831001016.58,10492,6209646180.28,-272710913.0,19,2968467633.64,3241178546.64,1190772782.72,1292272322.43,1261675799.77,1261437638.76,1203487636.6,2765688699.34,669960427.19,2773997053.75,18089865204.77,0.34326658103801777,99.04089681609437,0.0007392682979208143,0.07877722217833123,98.28711728675277,-0.03297146783790983,0.1073455310747432,96.46294426201791,-0.06895865153808411,0.13821216120770885,98.08111834916485,-0.026970718067391153,0.09478047180143902
E17,FY2024,Vodacom Group,telecoms,2580,238219711.42,92333.22148062015,45926.025,-4640317.9399999995,63318655.72,49055.020000000004,90561100.58,82766536.48,1524363.62,24053998.02,114882591.86,37468300.46,43633258.87,18181562.21,-9367982.739999995,-0.11318563200072661,84,138161165.4,1644775.7785714287,-20101905.400000002,18,121.05275819387377,42148064.72,20513260.4,84649445.54,32998459.46,59029630.0,79131535.4,5560,3021302785.11,-69819929.85000001,20,1475741427.63,1545561357.48,707769791.75,567923619.12,581383367.63,575250472.3,588975534.31,1319668451.57,322008238.68,1379626094.86,3397683661.9300003,0.8892242732785185,100.0,,0.0017235358232255504,100.0,,0.01127486430716345,100.0,,0.07058229905467814,99.99999999999999,,0.017579530071520244
E17,FY2025,Vodacom Group,telecoms,2633,250390831.79,95097.1636118496,45747.59,-7009434.53,72415818.36,35072.21,84905193.78,89496297.97,3538449.47,30912378.71,116929617.29,31565457.71,49562542.25,21420835.83,1017582.5100000054,0.011370107290260303,106,197559647.55,1863770.2599056605,-52698930.57,21,99.62269001476561,143059390.18,71226548.82000001,63285258.51,63047840.22,72430358.49,125129289.06,5714,3067482370.78,14271534.420000002,20,1540876952.6,1526605418.18,608168330.46,649366039.61,601905766.29,611790232.24,596252002.18,1283426221.81,317317227.85,1466738921.12,3515432850.1200004,0.8725760102842786,105.10919952738142,0.05109199527381403,0.0018802347551695078,142.99216931040738,0.4299216931040739,0.015669905242648993,101.52846599478836,0.015284659947883528,0.06741444909129274,103.46557242833828,0.034655724283382705,0.018378520963289645
E17,FY2026,Vodacom Group,telecoms,2636,249580595.32,94681.56119878603,45661.405,17939404.38,68092601.01,17005.88,91730704.34,86918929.47,2821354.62,22724024.91,115840660.65,35369652.76,53513724.16,22132532.84,-7650135.370000005,-0.08801460644588867,113,180738873.83,1599459.060442478,-4001740.9300000016,21,105.75155188295442,76446327.92999999,34390640.46,84743474.71,61604758.66,88368566.45,92370307.38,5543,2910734803.48,-115187654.32000001,20,1397773574.58,1512961228.9,568704867.32,552055254.95,595683421.91,579385974.54,614905284.76,1347341106.28,285019948.98,1278373748.22,3341054272.63,0.8712024905805368,104.76907802141103,-0.003235887129763304,0.0018837953507958862,130.81742131135786,-0.0851427603187177,0.013443684165265826,96.34038726026016,-0.05109974511773396,0.06478613051562407,98.33329423999899,-0.049603728736860364,0.017505199551768096
E18,FY2024,The Bidvest Group,industrials_pharma,33999,4262167817.65,125361.5640945322,50695.8,287430016.35,2452445231.76,3288299.49,723463597.13,1073630077.51,9340611.76,449065378.91,1949708747.66,602801552.05,856946147.92,403645991.11,337537569.13,0.31438907702067065,748,1159728398.19,1550439.035013369,-32047573.810000006,23,110.6583750814774,508826126.88,339316240.01,276784958.56,543627199.62,563840412.1899999,595887986.0,3216,1703520513.74,-176604266.74,23,763458123.5,940062390.24,308432406.41,380302525.14,333770271.1,360958554.52,320056756.57,778795122.44,167810971.39,756914419.91,7125416729.58,0.23907661522000723,100.0,,0.03083707420569942,100.0,,0.09464150280507312,100.0,,0.03979687005855587,100.0,,0.03686672749240353
E18,FY2025,The Bidvest Group,industrials_pharma,34888,4362322470.93,125037.9061835015,50907.119999999995,376932502.07,2489702921.65,3485184.58,734657291.08,1125093715.77,9383357.85,423700055.6,1997467137.21,665689594.26,866345505.94,409120177.92,377567882.2599999,0.33558793989138685,716,1149158737.05,1604970.303142458,-86642616.37,23,107.32356179704512,616921989.32,268599996.05,300342003.72,580216737.28,531258060.34,617900676.71,3264,1663002641.6299999,-152777705.13,23,755112468.25,907890173.38,334255557.29,384311820.46999997,304654525.16,325670028.83,314110709.88,735328353.49,190438105.87,737236182.27,7174483849.610001,0.2317940463020764,102.34985241231588,0.023498524123158893,0.03275755052396885,99.08860892287399,-0.009113910771260114,0.09114821139665313,97.62152132696983,-0.02378478673030182,0.03654801996281514,100.68862105743662,0.006886210574366336,0.0375078709941336
E18,FY2026,The Bidvest Group,industrials_pharma,38747,4730898439.28,122097.15434175548,51045.38,565122689.42,2646775854.14,3488848.32,802390953.39,1268445492.47,9797290.96,498022827.46,2132208494.15,718708567.25,932434932.6,449523617.82,452768399.79999995,0.3569474624552764,878,1464030785.52,1667461.0313439635,-369595960.98,23,109.54336560527821,695193996.14,464023107.39,370953368.66,629054309.47,547217412.27,916813373.25,3156,1614257873.59,-75022367.71,23,769617752.94,844640120.65,331748943.67,309336019.15,334130407.6,315354051.06,323688452.11,714385108.85,177823801.4,722048963.34,7809187098.389999,0.2067126646156048,110.99746987176212,0.08449076628473606,0.0357080824876493,126.23910803640989,0.2740022229464196,0.10889725642126909,94.76010770460123,-0.029311299224529574,0.03592959453373785,109.59621583915842,0.08846674716739389,0.04091564139327843
E19,FY2024,Aspen Pharmacare,industrials_pharma,33896,3096256970.49,91345.79214332074,37137.94,260418806.53,1789027114.23,2509017.58,511422221.13,786032108.99,7266508.56,312777376.68,1432287345.63,451890736.27,608412119.62,290889392.29,264834361.72000003,0.3369256277078743,356,394815032.97,1109030.991488764,20383692.63,18,102.56469438975729,161092906.19,111463908.93,106316550.68,177034573.36,207599362.8,187215670.17,3750,1439253945.85,-55048162.25,17,692102891.8,747151054.05,300464705.83,275382801.51,349337158.07,236434086.25,277635194.19,646702420.21,144724141.52,647827384.12,4930325949.309999,0.29191861971142574,100.00000000000001,,0.02240162988503771,99.99999999999999,,0.032219516318331615,100.0,,0.033623194908586986,100.0,,0.025509382836146264
E19,FY2025,Aspen Pharmacare,industrials_pharma,34229,3039264641.47,88792.09563440357,36385.41,237946864.54999998,1728627875.75,2575179.15,522835219.4,778414132.28,6812234.890000001,320255284.01,1373580580.52,439453355.01,603833074.66,302142347.27,246191498.84000003,0.3162731618436798,345,369167494.88,1070050.7097971013,-50629406.519999996,18,108.94797786631719,152625961.39,119194191.27,81461507.92,168511795.69,159269044.18,209898450.7,3769,1370773631.01,-85372958.67,17,642700336.17,728073294.84,279172746.2,234016753.4,287177311.24,291923752.05,278483068.12,600770673.45,158797827.98,611205129.58,4779205767.36,0.28682038349798983,98.15931527766637,-0.01840684722333641,0.02282244508793517,93.50391045217651,-0.06496089547823491,0.029281382788312764,95.24195747126775,-0.047580425287322425,0.030125665934931555,96.93488455928255,-0.030651154407174475,0.024985467545000115
E19,FY2026,Aspen Pharmacare,industrials_pharma,38526,3552361061.83,92206.84892877538,37583.44,264327997.57,2072243343.66,2426896.98,579823827.55,891942290.58,5924703.06,361291165.17,1602881407.96,508704481.18,738012745.1,341471262.42,303766862.9900001,0.3405678441286496,426,532422716.56,1249818.5834741783,-30563824.799999993,18,116.28045187751333,228067535.17,181457425.52,142241394.75,208723896.29,250929445.88,281493270.68,3653,1412986990.35,-77237869.63,17,667874560.36,745112429.99,283937577.89,272426989.09,294844173.87,292936094.93,268842154.57,602877942.4,134475649.29,675633398.66,5497770768.74,0.25701089583148146,114.7308216238854,0.1688225544294264,0.026812666441650396,134.85370923058446,0.442225342003816,0.03960256414222168,98.17496032748501,0.03079528113543928,0.0314497766901501,111.50927596398398,0.15035238831679987,0.028805151471219183
E20,FY2024,Shaftesbury Capital plc,real_estate,480,12890647.6,26855.51583333333,16422.97,-1492245.1400000001,0.0,0.0,6771089.8,5699201.23,420356.57,1804318.94,4936540.67,2438250.61,3075706.03,635831.35,-1492245.1399999997,-0.26183408512494294,12,10091257.18,840938.0983333333,6641963.08,7,67.0455902601424,3664422.39,2267526.7,5347751.140000001,2475979.34,8366610.130000001,1724647.05,554,99418406.07000001,-13007573.47,11,43205416.3,56212989.77,18961570.95,19032023.59,11267053.07,25195658.3,24962100.16,6367370.48,9015985.02,84035050.57000001,122400310.85000001,0.8122398168729814,100.0,,9.326471260812372e-05,100.0,,0.0008235132865576485,99.99999999999999,,0.002322567504109551,99.99999999999999,,0.000633296139208186
E20,FY2025,Shaftesbury Capital plc,real_estate,483,12379219.84,25629.854741200827,15186.07,247712.71999999997,0.0,4739.5,5871450.04,6313466.28,189564.02,1138099.93,5437771.02,2325676.92,2221484.35,1256187.62,247712.72000000067,0.03923561305533743,6,2329190.81,388198.4683333333,414514.49000000005,5,65.50555598319572,1633828.94,1048579.95,1280610.8599999999,0.0,1371852.65,957338.1599999999,613,127748403.09,-8917097.11,11,59415652.99,68332750.1,22855223.48,27127162.79,19089518.11,31724156.16,26952342.55,5166227.4799999995,9236116.24,113346059.37,142456813.74,0.8967517926040061,96.03256736302372,-0.03967432636976287,9.295803372135087e-05,23.081274894234735,-0.7691872510576526,0.00018474521359687884,128.49572643525684,0.28495726435256863,0.0028075428562006257,116.38599015861894,0.16385990158618946,0.0007447576583903934
E20,FY2026,Shaftesbury Capital plc,real_estate,455,12046811.59,26476.50898901099,13780.24,-542436.85,0.0,4680.83,6077175.1,5752187.37,212768.29,998007.23,5320043.45,1924442.6,2573009.57,1231308.74,-542436.8499999996,-0.09430097024116925,12,8340761.67,695063.4725,6809479.15,6,101.4872443178202,4887359.27,0.0,8051238.28,289523.39,7575120.41,765641.26,607,111379150.66,7277432.079999999,11,59328291.37,52050859.29,23361694.08,18285909.72,26908872.26,23269091.09,19553583.51,4775772.78,9783993.44,96819384.44,131766723.91999999,0.8452752511902931,93.45388970217446,-0.026852116231583123,9.092745225669172e-05,82.65334557651221,2.580969680195501,0.0006204009309845722,112.03071449523993,-0.12813665011896636,0.0024790386890454815,107.65227882589154,-0.07504091618608477,0.0006903817203444079
