entity_id,fiscal_year,leg_type,channel,direction,txn_count,value_zar
E05,FY2026,intercompany_sweeps,SWIFT,inbound,117,28349460.11
E05,FY2026,intercompany_sweeps,SWIFT,outbound,116,50981779.96
E05,FY2026,payroll,Debit Order,outbound,7,66504.42
E05,FY2026,payroll,EFT,outbound,44,478141.6
E05,FY2026,payroll,Internal Transfer,outbound,10,99634.06
E05,FY2026,payroll,RTC,outbound,13,124251.77
E05,FY2026,payroll,SWIFT,outbound,9,92499.47
E05,FY2026,supplier_payments,Debit Order,outbound,251,18092515.01
E05,FY2026,supplier_payments,EFT,outbound,1194,77338597.4
E05,FY2026,supplier_payments,Internal Transfer,outbound,392,24325256.31
E05,FY2026,supplier_payments,RTC,outbound,521,35731237.52
E05,FY2026,supplier_payments,SWIFT,outbound,243,16282175.57
E05,FY2026,tax,Debit Order,outbound,1,199101.58
E05,FY2026,tax,EFT,outbound,13,1578624.53
E05,FY2026,tax,Internal Transfer,outbound,2,189747.15
E05,FY2026,tax,RTC,outbound,2,196680.77000000002
E05,FY2026,tax,SWIFT,outbound,4,298876.75
E06,FY2024,collections,Debit Order,inbound,8,5057890.752341808
E06,FY2024,collections,EFT,inbound,42,8432560.545291815
E06,FY2024,collections,Internal Transfer,inbound,21,6373068.454971709
E06,FY2024,collections,RTC,inbound,19,5365302.028942743
E06,FY2024,collections,SWIFT,inbound,8,2188978.149845528
E06,FY2024,intercompany_sweeps,Debit Order,inbound,2,88453.4
E06,FY2024,intercompany_sweeps,EFT,inbound,4,204091.01
E06,FY2024,intercompany_sweeps,EFT,outbound,6,1284168.6700000002
E06,FY2024,intercompany_sweeps,Internal Transfer,outbound,2,378354.94
E06,FY2024,intercompany_sweeps,RTC,inbound,2,453600.59
E06,FY2024,intercompany_sweeps,RTC,outbound,1,52488.28
E06,FY2024,intercompany_sweeps,SWIFT,outbound,1,13970.83
E06,FY2024,payroll,Internal Transfer,outbound,1,5960.93
E06,FY2024,supplier_payments,Debit Order,outbound,6,328993.73
E06,FY2024,supplier_payments,EFT,outbound,63,3357091.7399999998
E06,FY2024,supplier_payments,Internal Transfer,outbound,20,1804684.48
E06,FY2024,supplier_payments,RTC,outbound,21,1027650.0700000001
E06,FY2024,supplier_payments,SWIFT,outbound,14,1014085.48
E06,FY2025,collections,Debit Order,inbound,9,3728908.215553006
E06,FY2025,collections,EFT,inbound,48,14977691.732932014
E06,FY2025,collections,Internal Transfer,inbound,14,4138070.4351193756
E06,FY2025,collections,RTC,inbound,26,6350806.655819482
E06,FY2025,collections,SWIFT,inbound,12,3510751.83989836
E06,FY2025,intercompany_sweeps,Debit Order,outbound,1,29955.59
E06,FY2025,intercompany_sweeps,EFT,inbound,2,64059.090000000004
E06,FY2025,intercompany_sweeps,EFT,outbound,5,2441574.5300000003
E06,FY2025,intercompany_sweeps,Internal Transfer,inbound,2,136840.07
E06,FY2025,intercompany_sweeps,Internal Transfer,outbound,1,33897.92
E06,FY2025,intercompany_sweeps,RTC,inbound,1,407084.53
E06,FY2025,intercompany_sweeps,RTC,outbound,3,1368082.32
E06,FY2025,intercompany_sweeps,SWIFT,inbound,1,212851.65
E06,FY2025,supplier_payments,Debit Order,outbound,9,627069.3500000001
E06,FY2025,supplier_payments,EFT,outbound,63,4066390.77
E06,FY2025,supplier_payments,Internal Transfer,outbound,28,2236128.7399999998
E06,FY2025,supplier_payments,RTC,outbound,26,4120578.9899999998
E06,FY2025,supplier_payments,SWIFT,outbound,19,835393.91
E06,FY2025,tax,EFT,outbound,3,258427.49
E06,FY2025,tax,Internal Transfer,outbound,1,41482.48
E06,FY2025,tax,RTC,outbound,1,12388.35
E06,FY2026,collections,Debit Order,inbound,8,5150278.949247811
E06,FY2026,collections,EFT,inbound,47,17919958.801032003
E06,FY2026,collections,Internal Transfer,inbound,17,3564924.500233107
E06,FY2026,collections,RTC,inbound,22,4865640.733773365
E06,FY2026,collections,SWIFT,inbound,8,2439777.0808261386
E06,FY2026,intercompany_sweeps,Debit Order,inbound,2,164040.75
E06,FY2026,intercompany_sweeps,Debit Order,outbound,1,397810.92
E06,FY2026,intercompany_sweeps,EFT,inbound,5,1596760.1099999999
E06,FY2026,intercompany_sweeps,EFT,outbound,7,1548771.77
E06,FY2026,intercompany_sweeps,Internal Transfer,inbound,1,18405.56
E06,FY2026,intercompany_sweeps,Internal Transfer,outbound,4,1800627.38
E06,FY2026,intercompany_sweeps,RTC,inbound,1,165808.26
E06,FY2026,intercompany_sweeps,RTC,outbound,2,397744.55
E06,FY2026,intercompany_sweeps,SWIFT,inbound,1,116947.6
E06,FY2026,intercompany_sweeps,SWIFT,outbound,2,1560214.46
E06,FY2026,supplier_payments,Debit Order,outbound,10,536726.61
E06,FY2026,supplier_payments,EFT,outbound,62,3804373.09
E06,FY2026,supplier_payments,Internal Transfer,outbound,30,1889026.95
E06,FY2026,supplier_payments,RTC,outbound,30,2093788.5499999998
E06,FY2026,supplier_payments,SWIFT,outbound,13,846349.11
E06,FY2026,tax,EFT,outbound,3,227724.03
E06,FY2026,tax,Internal Transfer,outbound,1,258969.77
E06,FY2026,tax,RTC,outbound,1,229542.08
E07,FY2024,collections,Debit Order,inbound,140,6661619.01
E07,FY2024,collections,EFT,inbound,698,38413530.07
E07,FY2024,collections,Internal Transfer,inbound,236,12626050.72
E07,FY2024,collections,RTC,inbound,268,13998206.92
E07,FY2024,collections,SWIFT,inbound,153,9013643.28
E07,FY2024,intercompany_sweeps,Debit Order,inbound,24,2244471.32
E07,FY2024,intercompany_sweeps,Debit Order,outbound,16,3039067.78
E07,FY2024,intercompany_sweeps,EFT,inbound,59,12544950.91
E07,FY2024,intercompany_sweeps,EFT,outbound,81,19140869.32
E07,FY2024,intercompany_sweeps,Internal Transfer,inbound,33,3862004.71
E07,FY2024,intercompany_sweeps,Internal Transfer,outbound,34,7782927.01
E07,FY2024,intercompany_sweeps,RTC,inbound,43,5728505.49
E07,FY2024,intercompany_sweeps,RTC,outbound,35,7038772.6899999995
E07,FY2024,intercompany_sweeps,SWIFT,inbound,21,6328152.25
E07,FY2024,intercompany_sweeps,SWIFT,outbound,17,3105048.26
E07,FY2024,payroll,EFT,outbound,3,24608.39
E07,FY2024,payroll,Internal Transfer,outbound,1,5032.35
E07,FY2024,payroll,RTC,outbound,2,11914.86
E07,FY2024,payroll,SWIFT,outbound,2,14758.0
E07,FY2024,supplier_payments,Debit Order,outbound,186,8124106.93
E07,FY2024,supplier_payments,EFT,outbound,891,40351629.77
E07,FY2024,supplier_payments,Internal Transfer,outbound,307,12149237.790000001
E07,FY2024,supplier_payments,RTC,outbound,391,16069205.14
E07,FY2024,supplier_payments,SWIFT,outbound,195,9946206.02
E07,FY2024,tax,Debit Order,outbound,6,360123.95999999996
E07,FY2024,tax,EFT,outbound,25,1492204.98
E07,FY2024,tax,Internal Transfer,outbound,7,162069.47
E07,FY2024,tax,RTC,outbound,12,1107523.3599999999
E07,FY2024,tax,SWIFT,outbound,3,157292.41
E07,FY2025,collections,Debit Order,inbound,192,11643010.8
E07,FY2025,collections,EFT,inbound,794,43221304.76
E07,FY2025,collections,Internal Transfer,inbound,246,14319144.18
E07,FY2025,collections,RTC,inbound,335,19836421.52
E07,FY2025,collections,SWIFT,inbound,159,9066744.21
E07,FY2025,intercompany_sweeps,Debit Order,inbound,19,2319359.83
E07,FY2025,intercompany_sweeps,Debit Order,outbound,25,3807843.66
E07,FY2025,intercompany_sweeps,EFT,inbound,76,12682193.4
E07,FY2025,intercompany_sweeps,EFT,outbound,78,15540609.14
E07,FY2025,intercompany_sweeps,Internal Transfer,inbound,20,3384444.36
E07,FY2025,intercompany_sweeps,Internal Transfer,outbound,26,4688326.99
E07,FY2025,intercompany_sweeps,RTC,inbound,41,11308315.62
E07,FY2025,intercompany_sweeps,RTC,outbound,45,13312464.28
E07,FY2025,intercompany_sweeps,SWIFT,inbound,16,3745870.7
E07,FY2025,intercompany_sweeps,SWIFT,outbound,22,5330545.04
E07,FY2025,payroll,EFT,outbound,4,33588.11
E07,FY2025,payroll,RTC,outbound,2,23560.92
E07,FY2025,supplier_payments,Debit Order,outbound,263,12128375.4
E07,FY2025,supplier_payments,EFT,outbound,1070,46592795.02
E07,FY2025,supplier_payments,Internal Transfer,outbound,361,18164811.99
E07,FY2025,supplier_payments,RTC,outbound,442,18919684.58
E07,FY2025,supplier_payments,SWIFT,outbound,213,8665865.3
E07,FY2025,tax,Debit Order,outbound,6,607768.61
E07,FY2025,tax,EFT,outbound,26,2075628.88
E07,FY2025,tax,Internal Transfer,outbound,9,276671.68
E07,FY2025,tax,RTC,outbound,9,474797.01
E07,FY2025,tax,SWIFT,outbound,8,367568.07
E07,FY2026,collections,Debit Order,inbound,219,10301678.04
E07,FY2026,collections,EFT,inbound,901,49198029.92
E07,FY2026,collections,Internal Transfer,inbound,304,17964660.5
E07,FY2026,collections,RTC,inbound,410,23678532.4
E07,FY2026,collections,SWIFT,inbound,223,12381165.61
E07,FY2026,intercompany_sweeps,Debit Order,inbound,21,5816310.27
E07,FY2026,intercompany_sweeps,Debit Order,outbound,31,3312235.1
E07,FY2026,intercompany_sweeps,EFT,inbound,83,27167197.400000002
E07,FY2026,intercompany_sweeps,EFT,outbound,91,21775825.31
E07,FY2026,intercompany_sweeps,Internal Transfer,inbound,25,4370149.94
E07,FY2026,intercompany_sweeps,Internal Transfer,outbound,49,8942319.24
E07,FY2026,intercompany_sweeps,RTC,inbound,46,8553565.290000001
E07,FY2026,intercompany_sweeps,RTC,outbound,39,15775526.219999999
E07,FY2026,intercompany_sweeps,SWIFT,inbound,20,2649666.61
E07,FY2026,intercompany_sweeps,SWIFT,outbound,18,4748161.36
E07,FY2026,payroll,Debit Order,outbound,1,7334.42
E07,FY2026,payroll,EFT,outbound,3,19360.49
E07,FY2026,payroll,RTC,outbound,1,6578.37
E07,FY2026,supplier_payments,Debit Order,outbound,292,11968999.43
E07,FY2026,supplier_payments,EFT,outbound,1279,55019709.0
E07,FY2026,supplier_payments,Internal Transfer,outbound,434,22190997.97
E07,FY2026,supplier_payments,RTC,outbound,544,23504952.19
E07,FY2026,supplier_payments,SWIFT,outbound,277,10784272.92
E07,FY2026,tax,Debit Order,outbound,9,546517.1900000001
E07,FY2026,tax,EFT,outbound,29,1217112.01
E07,FY2026,tax,Internal Transfer,outbound,9,416856.96
E07,FY2026,tax,RTC,outbound,13,582310.51
E07,FY2026,tax,SWIFT,outbound,4,108785.08
E08,FY2024,collections,Debit Order,inbound,10076,815709827.39
E08,FY2024,collections,EFT,inbound,45963,3798612552.59
E08,FY2024,collections,Internal Transfer,inbound,14946,1237740212.42
E08,FY2024,collections,RTC,inbound,20234,1651737479.28
E08,FY2024,collections,SWIFT,inbound,10150,850663338.38
E08,FY2024,intercompany_sweeps,Debit Order,inbound,2900,783292661.85
E08,FY2024,intercompany_sweeps,Debit Order,outbound,2899,825141131.78
E08,FY2024,intercompany_sweeps,EFT,inbound,12902,3544098889.56
E08,FY2024,intercompany_sweeps,EFT,outbound,13055,3615467776.64
E08,FY2024,intercompany_sweeps,Internal Transfer,inbound,4283,1159173385.3
E08,FY2024,intercompany_sweeps,Internal Transfer,outbound,4406,1225751986.7
E08,FY2024,intercompany_sweeps,RTC,inbound,5783,1672497370.14
E08,FY2024,intercompany_sweeps,RTC,outbound,5789,1593233729.56
E08,FY2024,intercompany_sweeps,SWIFT,inbound,2977,829737533.88
E08,FY2024,intercompany_sweeps,SWIFT,outbound,3054,859650274.4
E08,FY2024,payroll,Debit Order,outbound,91,909904.64
E08,FY2024,payroll,EFT,outbound,350,3554702.33
E08,FY2024,payroll,Internal Transfer,outbound,115,1182475.47
E08,FY2024,payroll,RTC,outbound,153,1556405.51
E08,FY2024,payroll,SWIFT,outbound,84,788945.25
E08,FY2024,supplier_payments,Debit Order,outbound,8642,534260726.37
E08,FY2024,supplier_payments,EFT,outbound,39059,2422227763.39
E08,FY2024,supplier_payments,Internal Transfer,outbound,12892,799754717.16
E08,FY2024,supplier_payments,RTC,outbound,17505,1101822919.49
E08,FY2024,supplier_payments,SWIFT,outbound,8808,538631197.97
E08,FY2024,tax,Debit Order,outbound,21,1450032.08
E08,FY2024,tax,EFT,outbound,116,10322697.96
E08,FY2024,tax,Internal Transfer,outbound,38,5176811.56
E08,FY2024,tax,RTC,outbound,53,4517327.58
E08,FY2024,tax,SWIFT,outbound,27,2922914.85
E08,FY2025,collections,Debit Order,inbound,8299,695432286.69
E08,FY2025,collections,EFT,inbound,37643,3077439646.94
E08,FY2025,collections,Internal Transfer,inbound,12452,1044778947.03
E08,FY2025,collections,RTC,inbound,16631,1371078962.51
E08,FY2025,collections,SWIFT,inbound,8259,702867951.42
E08,FY2025,intercompany_sweeps,Debit Order,inbound,2374,670443366.48
E08,FY2025,intercompany_sweeps,Debit Order,outbound,2321,661085829.47
E08,FY2025,intercompany_sweeps,EFT,inbound,10534,2981235638.37
E08,FY2025,intercompany_sweeps,EFT,outbound,10755,3098607274.71
E08,FY2025,intercompany_sweeps,Internal Transfer,inbound,3541,967762257.57
E08,FY2025,intercompany_sweeps,Internal Transfer,outbound,3492,931725619.34
E08,FY2025,intercompany_sweeps,RTC,inbound,4725,1312704454.21
E08,FY2025,intercompany_sweeps,RTC,outbound,4686,1339969514.48
E08,FY2025,intercompany_sweeps,SWIFT,inbound,2400,664051181.56
E08,FY2025,intercompany_sweeps,SWIFT,outbound,2354,691011387.39
E08,FY2025,payroll,Debit Order,outbound,85,903602.82
E08,FY2025,payroll,EFT,outbound,343,3561042.39
E08,FY2025,payroll,Internal Transfer,outbound,128,1269552.37
E08,FY2025,payroll,RTC,outbound,153,1495894.79
E08,FY2025,payroll,SWIFT,outbound,75,768656.6
E08,FY2025,supplier_payments,Debit Order,outbound,7253,452896793.03
E08,FY2025,supplier_payments,EFT,outbound,31817,1995420751.88
E08,FY2025,supplier_payments,Internal Transfer,outbound,10705,676966995.4
E08,FY2025,supplier_payments,RTC,outbound,14226,901068795.55
E08,FY2025,supplier_payments,SWIFT,outbound,7195,442132897.06
E08,FY2025,tax,Debit Order,outbound,23,1726086.96
E08,FY2025,tax,EFT,outbound,114,9035391.96
E08,FY2025,tax,Internal Transfer,outbound,37,2777608.42
E08,FY2025,tax,RTC,outbound,47,2888812.27
E08,FY2025,tax,SWIFT,outbound,23,1902720.48
E08,FY2026,collections,Debit Order,inbound,6420,538401885.97
E08,FY2026,collections,EFT,inbound,29181,2444435565.3
E08,FY2026,collections,Internal Transfer,inbound,9826,815573757.03
E08,FY2026,collections,RTC,inbound,13014,1071700699.25
E08,FY2026,collections,SWIFT,inbound,6666,567472973.53
E08,FY2026,intercompany_sweeps,Debit Order,inbound,1852,493011186.67
E08,FY2026,intercompany_sweeps,Debit Order,outbound,1875,516653397.68
E08,FY2026,intercompany_sweeps,EFT,inbound,8390,2323720650.03
E08,FY2026,intercompany_sweeps,EFT,outbound,8376,2285441962.8
E08,FY2026,intercompany_sweeps,Internal Transfer,inbound,2719,757017124.51
E08,FY2026,intercompany_sweeps,Internal Transfer,outbound,2736,789951111.18
E08,FY2026,intercompany_sweeps,RTC,inbound,3681,1004130027.18
E08,FY2026,intercompany_sweeps,RTC,outbound,3686,1009739902.09
E08,FY2026,intercompany_sweeps,SWIFT,inbound,1856,527205800.86
E08,FY2026,intercompany_sweeps,SWIFT,outbound,1870,562563252.52
E08,FY2026,payroll,Debit Order,outbound,77,791966.98
E08,FY2026,payroll,EFT,outbound,372,3864249.88
E08,FY2026,payroll,Internal Transfer,outbound,124,1258286.6
E08,FY2026,payroll,RTC,outbound,136,1370649.06
E08,FY2026,payroll,SWIFT,outbound,90,931999.09
E08,FY2026,supplier_payments,Debit Order,outbound,5522,341711602.14
E08,FY2026,supplier_payments,EFT,outbound,25297,1584622610.48
E08,FY2026,supplier_payments,Internal Transfer,outbound,8484,525642636.98
E08,FY2026,supplier_payments,RTC,outbound,11139,705468723.37
E08,FY2026,supplier_payments,SWIFT,outbound,5599,356373616.77
E08,FY2026,tax,Debit Order,outbound,23,1676435.96
E08,FY2026,tax,EFT,outbound,86,8277285.47
E08,FY2026,tax,Internal Transfer,outbound,37,3845782.34
E08,FY2026,tax,RTC,outbound,50,3915939.69
E08,FY2026,tax,SWIFT,outbound,17,1441540.3800000001
E09,FY2024,collections,Debit Order,inbound,2587,271674913.49
E09,FY2024,collections,EFT,inbound,11928,1207470179.98
E09,FY2024,collections,Internal Transfer,inbound,3932,385364560.34
E09,FY2024,collections,RTC,inbound,5425,550664851.92
E09,FY2024,collections,SWIFT,inbound,2764,259529506.56
E09,FY2024,intercompany_sweeps,Debit Order,inbound,823,284134681.35
E09,FY2024,intercompany_sweeps,Debit Order,outbound,882,285919860.05
E09,FY2024,intercompany_sweeps,EFT,inbound,3847,1279199567.73
E09,FY2024,intercompany_sweeps,EFT,outbound,3893,1401960235.06
E09,FY2024,intercompany_sweeps,Internal Transfer,inbound,1302,450395548.74
E09,FY2024,intercompany_sweeps,Internal Transfer,outbound,1283,425937232.05
E09,FY2024,intercompany_sweeps,RTC,inbound,1740,634846212.47
E09,FY2024,intercompany_sweeps,RTC,outbound,1704,556854378.43
E09,FY2024,intercompany_sweeps,SWIFT,inbound,898,305897719.92
E09,FY2024,intercompany_sweeps,SWIFT,outbound,885,329843957.83
E09,FY2024,payroll,Debit Order,outbound,67,856184.55
E09,FY2024,payroll,EFT,outbound,294,3701332.92
E09,FY2024,payroll,Internal Transfer,outbound,91,1079733.55
E09,FY2024,payroll,RTC,outbound,130,1621540.02
E09,FY2024,payroll,SWIFT,outbound,69,879941.76
E09,FY2024,supplier_payments,Debit Order,outbound,2248,170992801.96
E09,FY2024,supplier_payments,EFT,outbound,10131,762085912.34
E09,FY2024,supplier_payments,Internal Transfer,outbound,3422,255792216.09
E09,FY2024,supplier_payments,RTC,outbound,4601,348687788.38
E09,FY2024,supplier_payments,SWIFT,outbound,2328,179061806.65
E09,FY2024,tax,Debit Order,outbound,25,2167810.05
E09,FY2024,tax,EFT,outbound,88,9190434.49
E09,FY2024,tax,Internal Transfer,outbound,28,2789797.09
E09,FY2024,tax,RTC,outbound,36,3421863.22
E09,FY2024,tax,SWIFT,outbound,29,3615309.15
E09,FY2025,collections,Debit Order,inbound,2650,265449363.63
E09,FY2025,collections,EFT,inbound,12021,1194468482.44
E09,FY2025,collections,Internal Transfer,inbound,3987,392104468.11
E09,FY2025,collections,RTC,inbound,5269,522638483.08
E09,FY2025,collections,SWIFT,inbound,2623,264720221.87
E09,FY2025,intercompany_sweeps,Debit Order,inbound,860,292929990.26
E09,FY2025,intercompany_sweeps,Debit Order,outbound,876,309705768.55
E09,FY2025,intercompany_sweeps,EFT,inbound,3963,1288851115.35
E09,FY2025,intercompany_sweeps,EFT,outbound,3820,1333812465.99
E09,FY2025,intercompany_sweeps,Internal Transfer,inbound,1342,473397938.52
E09,FY2025,intercompany_sweeps,Internal Transfer,outbound,1277,437260933.9
E09,FY2025,intercompany_sweeps,RTC,inbound,1617,572477273.67
E09,FY2025,intercompany_sweeps,RTC,outbound,1738,533804208.05
E09,FY2025,intercompany_sweeps,SWIFT,inbound,877,330434782.65
E09,FY2025,intercompany_sweeps,SWIFT,outbound,834,287250601.68
E09,FY2025,payroll,Debit Order,outbound,61,770032.38
E09,FY2025,payroll,EFT,outbound,309,3844189.5
E09,FY2025,payroll,Internal Transfer,outbound,120,1468897.97
E09,FY2025,payroll,RTC,outbound,146,1788948.77
E09,FY2025,payroll,SWIFT,outbound,51,646702.5599999999
E09,FY2025,supplier_payments,Debit Order,outbound,2264,170606180.14
E09,FY2025,supplier_payments,EFT,outbound,10326,810056288.88
E09,FY2025,supplier_payments,Internal Transfer,outbound,3305,253670157.08
E09,FY2025,supplier_payments,RTC,outbound,4518,349032110.82
E09,FY2025,supplier_payments,SWIFT,outbound,2308,177455786.52
E09,FY2025,tax,Debit Order,outbound,18,1861966.86
E09,FY2025,tax,EFT,outbound,85,8398709.89
E09,FY2025,tax,Internal Transfer,outbound,22,1456699.3
E09,FY2025,tax,RTC,outbound,34,3610696.88
E09,FY2025,tax,SWIFT,outbound,19,1765507.29
E09,FY2026,collections,Debit Order,inbound,2681,275261492.57
E09,FY2026,collections,EFT,inbound,11990,1211679495.18
E09,FY2026,collections,Internal Transfer,inbound,3988,406474347.76
E09,FY2026,collections,RTC,inbound,5441,574701307.89
E09,FY2026,collections,SWIFT,inbound,2718,273094540.87
E09,FY2026,intercompany_sweeps,Debit Order,inbound,898,290216560.03
E09,FY2026,intercompany_sweeps,Debit Order,outbound,842,330381933.77
E09,FY2026,intercompany_sweeps,EFT,inbound,3877,1298280662.9
E09,FY2026,intercompany_sweeps,EFT,outbound,3963,1354532737.77
E09,FY2026,intercompany_sweeps,Internal Transfer,inbound,1345,490351202.12
E09,FY2026,intercompany_sweeps,Internal Transfer,outbound,1299,462255954.25
E09,FY2026,intercompany_sweeps,RTC,inbound,1678,607796505.72
E09,FY2026,intercompany_sweeps,RTC,outbound,1796,605971939.49
E09,FY2026,intercompany_sweeps,SWIFT,inbound,896,326756535.6
E09,FY2026,intercompany_sweeps,SWIFT,outbound,880,323019451.23
E09,FY2026,payroll,Debit Order,outbound,62,787448.96
E09,FY2026,payroll,EFT,outbound,282,3470586.31
E09,FY2026,payroll,Internal Transfer,outbound,88,1132629.16
E09,FY2026,payroll,RTC,outbound,129,1641114.63
E09,FY2026,payroll,SWIFT,outbound,50,625777.69
E09,FY2026,supplier_payments,Debit Order,outbound,2250,173758146.74
E09,FY2026,supplier_payments,EFT,outbound,10054,749931594.94
E09,FY2026,supplier_payments,Internal Transfer,outbound,3416,274470463.87
E09,FY2026,supplier_payments,RTC,outbound,4434,347258534.53
E09,FY2026,supplier_payments,SWIFT,outbound,2313,186338139.95
E09,FY2026,tax,Debit Order,outbound,21,2336536.05
E09,FY2026,tax,EFT,outbound,85,10578824.94
E09,FY2026,tax,Internal Transfer,outbound,36,4038226.17
E09,FY2026,tax,RTC,outbound,36,4599846.95
E09,FY2026,tax,SWIFT,outbound,22,3098258.4899999998
E10,FY2024,collections,Debit Order,inbound,2423,245568055.18
E10,FY2024,collections,EFT,inbound,10866,1051919529.55
E10,FY2024,collections,Internal Transfer,inbound,3599,372068697.6
E10,FY2024,collections,RTC,inbound,4808,482715595.51
E10,FY2024,collections,SWIFT,inbound,2483,256200265.13
E10,FY2024,intercompany_sweeps,Debit Order,inbound,770,251021229.9
E10,FY2024,intercompany_sweeps,Debit Order,outbound,764,248323625.49
E10,FY2024,intercompany_sweeps,EFT,inbound,3521,1144215530.49
E10,FY2024,intercompany_sweeps,EFT,outbound,3548,1189812532.61
E10,FY2024,intercompany_sweeps,Internal Transfer,inbound,1226,434418310.3
E10,FY2024,intercompany_sweeps,Internal Transfer,outbound,1140,406813624.23
E10,FY2024,intercompany_sweeps,RTC,inbound,1516,494867601.08
E10,FY2024,intercompany_sweeps,RTC,outbound,1571,484944393.67
E10,FY2024,intercompany_sweeps,SWIFT,inbound,782,239405964.92
E10,FY2024,intercompany_sweeps,SWIFT,outbound,772,247290199.97
E10,FY2024,payroll,Debit Order,outbound,74,868296.91
E10,FY2024,payroll,EFT,outbound,326,3834324.6
E10,FY2024,payroll,Internal Transfer,outbound,108,1325467.67
E10,FY2024,payroll,RTC,outbound,161,2002406.3599999999
E10,FY2024,payroll,SWIFT,outbound,65,797134.84
E10,FY2024,supplier_payments,Debit Order,outbound,2040,154049523.1
E10,FY2024,supplier_payments,EFT,outbound,9213,685679617.04
E10,FY2024,supplier_payments,Internal Transfer,outbound,3111,228028665.06
E10,FY2024,supplier_payments,RTC,outbound,4200,308051943.72
E10,FY2024,supplier_payments,SWIFT,outbound,2064,155290850.01
E10,FY2024,tax,Debit Order,outbound,20,2125461.58
E10,FY2024,tax,EFT,outbound,93,9284436.02
E10,FY2024,tax,Internal Transfer,outbound,29,2405466.02
E10,FY2024,tax,RTC,outbound,40,5417041.96
E10,FY2024,tax,SWIFT,outbound,17,1605421.33
E10,FY2025,collections,Debit Order,inbound,3004,296085916.87
E10,FY2025,collections,EFT,inbound,13089,1276944414.83
E10,FY2025,collections,Internal Transfer,inbound,4303,428588907.53
E10,FY2025,collections,RTC,inbound,5846,565001862.31
E10,FY2025,collections,SWIFT,inbound,2879,289162764.13
E10,FY2025,intercompany_sweeps,Debit Order,inbound,909,308209296.75
E10,FY2025,intercompany_sweeps,Debit Order,outbound,895,371056352.06
E10,FY2025,intercompany_sweeps,EFT,inbound,4344,1425232753.89
E10,FY2025,intercompany_sweeps,EFT,outbound,4284,1410172594.62
E10,FY2025,intercompany_sweeps,Internal Transfer,inbound,1386,480224330.58
E10,FY2025,intercompany_sweeps,Internal Transfer,outbound,1447,459146007.82
E10,FY2025,intercompany_sweeps,RTC,inbound,1910,675499467.12
E10,FY2025,intercompany_sweeps,RTC,outbound,1920,632195703.85
E10,FY2025,intercompany_sweeps,SWIFT,inbound,967,326661727.75
E10,FY2025,intercompany_sweeps,SWIFT,outbound,1026,354574523.26
E10,FY2025,payroll,Debit Order,outbound,71,843074.5700000001
E10,FY2025,payroll,EFT,outbound,282,3376580.69
E10,FY2025,payroll,Internal Transfer,outbound,120,1379725.81
E10,FY2025,payroll,RTC,outbound,143,1693294.36
E10,FY2025,payroll,SWIFT,outbound,86,996135.9
E10,FY2025,supplier_payments,Debit Order,outbound,2491,190990422.22
E10,FY2025,supplier_payments,EFT,outbound,11214,848158248.63
E10,FY2025,supplier_payments,Internal Transfer,outbound,3756,277501427.8
E10,FY2025,supplier_payments,RTC,outbound,4959,367303935.47
E10,FY2025,supplier_payments,SWIFT,outbound,2512,196556044.02
E10,FY2025,tax,Debit Order,outbound,21,2126565.14
E10,FY2025,tax,EFT,outbound,94,9730918.67
E10,FY2025,tax,Internal Transfer,outbound,40,3616883.97
E10,FY2025,tax,RTC,outbound,47,4919438.43
E10,FY2025,tax,SWIFT,outbound,20,1668389.76
E10,FY2026,collections,Debit Order,inbound,3388,330121344.86
E10,FY2026,collections,EFT,inbound,15453,1524602037.27
E10,FY2026,collections,Internal Transfer,inbound,5116,489361895.34
E10,FY2026,collections,RTC,inbound,6845,680448095.66
E10,FY2026,collections,SWIFT,inbound,3460,365297708.19
E10,FY2026,intercompany_sweeps,Debit Order,inbound,1146,361803254.02
E10,FY2026,intercompany_sweeps,Debit Order,outbound,1122,330194238.42
E10,FY2026,intercompany_sweeps,EFT,inbound,5008,1665516699.35
E10,FY2026,intercompany_sweeps,EFT,outbound,5002,1649300133.6
E10,FY2026,intercompany_sweeps,Internal Transfer,inbound,1638,534465852.76
E10,FY2026,intercompany_sweeps,Internal Transfer,outbound,1600,504942100.31
E10,FY2026,intercompany_sweeps,RTC,inbound,2275,748602199.23
E10,FY2026,intercompany_sweeps,RTC,outbound,2259,752955582.51
E10,FY2026,intercompany_sweeps,SWIFT,inbound,1032,335726534.7
E10,FY2026,intercompany_sweeps,SWIFT,outbound,1093,366169457.71
E10,FY2026,payroll,Debit Order,outbound,81,1022188.44
E10,FY2026,payroll,EFT,outbound,306,3692559.08
E10,FY2026,payroll,Internal Transfer,outbound,108,1333504.59
E10,FY2026,payroll,RTC,outbound,153,1901255.43
E10,FY2026,payroll,SWIFT,outbound,56,653485.09
E10,FY2026,supplier_payments,Debit Order,outbound,2963,226415693.09
E10,FY2026,supplier_payments,EFT,outbound,13332,1000846751.35
E10,FY2026,supplier_payments,Internal Transfer,outbound,4475,344088878.65
E10,FY2026,supplier_payments,RTC,outbound,5948,456776705.21
E10,FY2026,supplier_payments,SWIFT,outbound,2950,228375406.81
E10,FY2026,tax,Debit Order,outbound,20,1596813.08
E10,FY2026,tax,EFT,outbound,92,9548712.9
E10,FY2026,tax,Internal Transfer,outbound,46,5853033.0
