entity_id,fiscal_year,instrument_type,status,direction,tenor_days,commodity_or_contract_type,instrument_count,value_zar
E01,FY2026,letters_of_credit,settled,export,120,pharmaceuticals,3,21477638.46
E01,FY2026,letters_of_credit,settled,export,180,agri_produce,2,1615039.7
E01,FY2026,letters_of_credit,settled,export,180,pharmaceuticals,2,8725119.27
E01,FY2026,letters_of_credit,settled,export,270,chemicals,1,1056212.17
E01,FY2026,letters_of_credit,settled,export,270,gold,1,14098737.96
E01,FY2026,letters_of_credit,settled,import,30,agri_produce,3,7287639.59
E01,FY2026,letters_of_credit,settled,import,30,coal,1,1179198.0
E01,FY2026,letters_of_credit,settled,import,30,consumer_goods,2,1978849.53
E01,FY2026,letters_of_credit,settled,import,30,electronics,1,2145142.51
E01,FY2026,letters_of_credit,settled,import,30,iron_ore,1,7132919.27
E01,FY2026,letters_of_credit,settled,import,30,manufactured_goods,1,394525.81
E01,FY2026,letters_of_credit,settled,import,30,pharmaceuticals,1,614211.86
E01,FY2026,letters_of_credit,settled,import,30,telecom_equipment,1,3530259.57
E01,FY2026,letters_of_credit,settled,import,60,agri_produce,1,952773.93
E01,FY2026,letters_of_credit,settled,import,60,coal,1,459524.37
E01,FY2026,letters_of_credit,settled,import,60,electronics,5,6678228.42
E01,FY2026,letters_of_credit,settled,import,60,iron_ore,2,1864008.66
E01,FY2026,letters_of_credit,settled,import,60,manufactured_goods,1,1776186.64
E01,FY2026,letters_of_credit,settled,import,60,pharmaceuticals,2,2290605.95
E01,FY2026,letters_of_credit,settled,import,60,platinum_group_metals,3,22044211.85
E01,FY2026,letters_of_credit,settled,import,90,agri_produce,1,1569970.35
E01,FY2026,letters_of_credit,settled,import,90,chemicals,2,2501929.01
E01,FY2026,letters_of_credit,settled,import,90,coal,1,2192643.54
E01,FY2026,letters_of_credit,settled,import,90,consumer_goods,1,903089.41
E01,FY2026,letters_of_credit,settled,import,90,gold,4,4196418.51
E01,FY2026,letters_of_credit,settled,import,90,telecom_equipment,1,1626465.85
E01,FY2026,letters_of_credit,settled,import,120,agri_produce,1,1571401.64
E01,FY2026,letters_of_credit,settled,import,120,chemicals,1,354616.01
E01,FY2026,letters_of_credit,settled,import,120,coal,1,5806870.23
E01,FY2026,letters_of_credit,settled,import,120,iron_ore,1,10971100.75
E01,FY2026,letters_of_credit,settled,import,120,telecom_equipment,2,1151885.33
E01,FY2026,letters_of_credit,settled,import,180,chemicals,1,5438283.2
E01,FY2026,letters_of_credit,settled,import,180,coal,1,438904.66
E01,FY2026,letters_of_credit,settled,import,180,copper,1,3456172.01
E01,FY2026,letters_of_credit,settled,import,180,electronics,1,3241860.63
E01,FY2026,letters_of_credit,settled,import,180,platinum_group_metals,1,761942.63
E01,FY2026,letters_of_credit,settled,import,180,telecom_equipment,1,1924265.63
E01,FY2026,letters_of_credit,settled,import,270,consumer_goods,1,1838609.1
E01,FY2026,letters_of_credit,settled,import,270,telecom_equipment,1,471291.33
E01,FY2026,letters_of_credit,settled,import,365,iron_ore,1,3475083.27
E01,FY2026,letters_of_credit,settled,import,365,manufactured_goods,1,4112844.76
E01,FY2026,letters_of_credit,settled,import,365,pharmaceuticals,1,1434938.61
E02,FY2024,export_collections,active,export,30,manufactured_goods,1,273596.81
E02,FY2024,export_collections,active,export,60,agri_produce,1,2461647.09
E02,FY2024,export_collections,active,export,60,iron_ore,1,1065051.91
E02,FY2024,export_collections,active,export,60,pharmaceuticals,1,1673261.67
E02,FY2024,export_collections,active,export,60,platinum_group_metals,1,431217.3
E02,FY2024,export_collections,active,export,60,telecom_equipment,1,1727417.76
E02,FY2024,export_collections,active,export,90,coal,1,5669056.23
E02,FY2024,export_collections,active,export,90,copper,1,16361125.98
E02,FY2024,export_collections,active,export,90,electronics,1,4826216.45
E02,FY2024,export_collections,active,export,120,telecom_equipment,1,2646055.37
E02,FY2024,export_collections,active,import,30,chemicals,1,7929346.5
E02,FY2024,export_collections,active,import,30,consumer_goods,2,4686534.15
E02,FY2024,export_collections,active,import,30,copper,1,4613730.86
E02,FY2024,export_collections,active,import,30,pharmaceuticals,1,8208454.82
E02,FY2024,export_collections,active,import,90,consumer_goods,1,2727699.0
E02,FY2024,export_collections,active,import,90,telecom_equipment,1,11828589.0
E02,FY2024,export_collections,active,import,120,consumer_goods,1,7012801.84
E02,FY2024,export_collections,active,import,120,manufactured_goods,1,1745900.13
E02,FY2024,export_collections,active,import,270,consumer_goods,1,8645046.33
E02,FY2024,export_collections,active,import,270,iron_ore,1,1091317.37
E02,FY2024,export_collections,issued,export,60,consumer_goods,1,5406638.46
E02,FY2024,export_collections,issued,export,60,copper,1,9098262.44
E02,FY2024,export_collections,issued,export,90,copper,1,4549283.08
E02,FY2024,export_collections,issued,export,120,copper,1,8355251.81
E02,FY2024,export_collections,issued,export,120,iron_ore,1,5564563.21
E02,FY2024,export_collections,issued,export,365,consumer_goods,1,2071778.16
E02,FY2024,export_collections,issued,import,60,pharmaceuticals,1,2767399.3
E02,FY2024,export_collections,issued,import,90,platinum_group_metals,1,9655968.42
E02,FY2024,export_collections,settled,export,30,gold,1,690502.25
E02,FY2024,export_collections,settled,export,30,manufactured_goods,1,708690.53
E02,FY2024,export_collections,settled,export,30,platinum_group_metals,1,7561257.79
E02,FY2024,export_collections,settled,export,30,telecom_equipment,1,6354903.86
E02,FY2024,export_collections,settled,export,60,iron_ore,1,1627477.9
E02,FY2024,export_collections,settled,export,60,platinum_group_metals,1,4782744.43
E02,FY2024,export_collections,settled,export,90,platinum_group_metals,1,14109342.46
E02,FY2024,export_collections,settled,export,120,telecom_equipment,1,2083828.5
E02,FY2024,export_collections,settled,import,30,iron_ore,1,1172688.55
E02,FY2024,export_collections,settled,import,60,coal,1,5355901.73
E02,FY2024,export_collections,settled,import,60,copper,1,997341.03
E02,FY2024,export_collections,settled,import,90,chemicals,1,7574029.27
E02,FY2024,export_collections,settled,import,90,consumer_goods,1,23409310.37
E02,FY2024,export_collections,settled,import,90,gold,2,7205744.3
E02,FY2024,export_collections,settled,import,90,manufactured_goods,1,1894500.65
E02,FY2024,export_collections,settled,import,120,platinum_group_metals,1,430837.94
E02,FY2024,export_collections,settled,import,180,electronics,1,11058600.28
E02,FY2024,guarantees,active,export,30,bid_bond,2,793379.27
E02,FY2024,guarantees,active,export,30,performance_guarantee,1,4081049.55
E02,FY2024,guarantees,active,export,60,advance_payment_guarantee,2,11270482.530000001
E02,FY2024,guarantees,active,export,60,performance_guarantee,1,4360974.68
E02,FY2024,guarantees,active,export,120,bid_bond,1,759346.32
E02,FY2024,guarantees,active,export,180,advance_payment_guarantee,1,1073909.81
E02,FY2024,guarantees,active,export,180,performance_guarantee,1,949185.62
E02,FY2024,guarantees,active,import,30,advance_payment_guarantee,2,6063577.58
E02,FY2024,guarantees,active,import,30,bid_bond,1,5931940.05
E02,FY2024,guarantees,active,import,60,performance_guarantee,1,4660233.87
E02,FY2024,guarantees,active,import,90,advance_payment_guarantee,1,344063.1
E02,FY2024,guarantees,active,import,90,bid_bond,5,31808295.71
E02,FY2024,guarantees,active,import,90,performance_guarantee,1,1292006.81
E02,FY2024,guarantees,active,import,120,advance_payment_guarantee,1,15949518.65
E02,FY2024,guarantees,active,import,120,bid_bond,1,2706902.91
E02,FY2024,guarantees,active,import,180,advance_payment_guarantee,2,8853352.629999999
E02,FY2024,guarantees,active,import,180,bid_bond,1,2433119.01
E02,FY2024,guarantees,active,import,180,performance_guarantee,2,2654220.63
E02,FY2024,guarantees,active,import,270,performance_guarantee,1,1826176.89
E02,FY2024,guarantees,active,import,365,performance_guarantee,1,6952465.65
E02,FY2024,guarantees,expired,export,60,bid_bond,1,316721.26
E02,FY2024,guarantees,expired,export,90,advance_payment_guarantee,1,6429080.41
E02,FY2024,guarantees,expired,export,120,advance_payment_guarantee,1,2920793.14
E02,FY2024,guarantees,expired,import,60,performance_guarantee,1,1168880.31
E02,FY2024,guarantees,expired,import,90,advance_payment_guarantee,1,6947334.51
E02,FY2024,guarantees,issued,export,90,bid_bond,3,13672933.0
E02,FY2024,guarantees,issued,export,120,bid_bond,1,1494700.38
E02,FY2024,guarantees,issued,export,120,performance_guarantee,3,16586267.06
E02,FY2024,guarantees,issued,export,270,advance_payment_guarantee,1,382162.47
E02,FY2024,guarantees,issued,export,270,bid_bond,1,2817018.75
E02,FY2024,guarantees,issued,import,30,advance_payment_guarantee,1,769218.94
E02,FY2024,guarantees,issued,import,30,bid_bond,1,3012243.08
E02,FY2024,guarantees,issued,import,30,performance_guarantee,2,3412648.1
E02,FY2024,guarantees,issued,import,60,performance_guarantee,1,901748.4
E02,FY2024,guarantees,issued,import,90,advance_payment_guarantee,1,639044.32
E02,FY2024,guarantees,issued,import,120,advance_payment_guarantee,1,1881808.92
E02,FY2024,guarantees,issued,import,180,performance_guarantee,1,733439.61
E02,FY2024,guarantees,settled,export,30,performance_guarantee,2,5600044.95
E02,FY2024,guarantees,settled,export,60,bid_bond,1,2335624.89
E02,FY2024,guarantees,settled,export,60,performance_guarantee,2,19880949.2
E02,FY2024,guarantees,settled,export,90,advance_payment_guarantee,2,1955367.5
E02,FY2024,guarantees,settled,export,90,bid_bond,2,2624910.2199999997
E02,FY2024,guarantees,settled,export,90,performance_guarantee,3,4927737.47
E02,FY2024,guarantees,settled,export,120,advance_payment_guarantee,1,8755641.12
E02,FY2024,guarantees,settled,export,120,performance_guarantee,1,2583205.32
E02,FY2024,guarantees,settled,export,270,performance_guarantee,1,384534.75
E02,FY2024,guarantees,settled,import,30,advance_payment_guarantee,4,19514184.57
E02,FY2024,guarantees,settled,import,30,bid_bond,2,74959951.36000001
E02,FY2024,guarantees,settled,import,30,performance_guarantee,1,2036815.45
E02,FY2024,guarantees,settled,import,60,advance_payment_guarantee,3,14692921.36
E02,FY2024,guarantees,settled,import,60,bid_bond,3,23392712.75
E02,FY2024,guarantees,settled,import,60,performance_guarantee,1,1033889.64
E02,FY2024,guarantees,settled,import,90,advance_payment_guarantee,1,6939398.45
E02,FY2024,guarantees,settled,import,90,bid_bond,1,356108.54
E02,FY2024,guarantees,settled,import,90,performance_guarantee,3,11003211.99
E02,FY2024,guarantees,settled,import,120,performance_guarantee,1,10779842.97
E02,FY2024,guarantees,settled,import,180,performance_guarantee,1,925300.01
E02,FY2024,guarantees,settled,import,270,advance_payment_guarantee,1,10866842.9
E02,FY2024,guarantees,settled,import,365,advance_payment_guarantee,2,5523100.2299999995
E02,FY2024,guarantees,settled,import,365,bid_bond,1,913241.55
E02,FY2024,letters_of_credit,active,export,30,chemicals,1,1883712.27
E02,FY2024,letters_of_credit,active,export,30,electronics,1,1068678.41
E02,FY2024,letters_of_credit,active,export,30,manufactured_goods,1,5765040.1
E02,FY2024,letters_of_credit,active,export,60,agri_produce,1,10302350.54
E02,FY2024,letters_of_credit,active,export,60,coal,1,1892787.52
E02,FY2024,letters_of_credit,active,export,60,consumer_goods,1,326639.57
E02,FY2024,letters_of_credit,active,export,60,manufactured_goods,1,1506614.81
E02,FY2024,letters_of_credit,active,export,60,pharmaceuticals,1,653251.69
E02,FY2024,letters_of_credit,active,export,90,copper,1,698639.76
E02,FY2024,letters_of_credit,active,export,90,electronics,1,9325278.23
E02,FY2024,letters_of_credit,active,export,90,platinum_group_metals,1,879377.26
E02,FY2024,letters_of_credit,active,export,120,copper,1,3947163.12
E02,FY2024,letters_of_credit,active,export,180,coal,2,4779855.890000001
E02,FY2024,letters_of_credit,active,export,180,manufactured_goods,1,2813229.09
E02,FY2024,letters_of_credit,active,export,270,telecom_equipment,1,3191873.34
E02,FY2024,letters_of_credit,active,import,30,chemicals,2,19528575.799999997
E02,FY2024,letters_of_credit,active,import,30,copper,1,3150782.0
E02,FY2024,letters_of_credit,active,import,30,gold,1,5053432.86
E02,FY2024,letters_of_credit,active,import,30,iron_ore,1,4417143.56
E02,FY2024,letters_of_credit,active,import,60,copper,1,2666444.15
E02,FY2024,letters_of_credit,active,import,60,pharmaceuticals,1,487357.09
E02,FY2024,letters_of_credit,active,import,90,agri_produce,1,2375862.38
E02,FY2024,letters_of_credit,active,import,90,chemicals,1,14203940.43
E02,FY2024,letters_of_credit,active,import,90,coal,1,3604263.33
E02,FY2024,letters_of_credit,active,import,90,iron_ore,1,1271737.43
E02,FY2024,letters_of_credit,active,import,90,platinum_group_metals,1,3470845.71
E02,FY2024,letters_of_credit,active,import,120,chemicals,1,1008871.1
E02,FY2024,letters_of_credit,active,import,120,copper,1,832619.64
E02,FY2024,letters_of_credit,active,import,120,iron_ore,1,1738031.0
E02,FY2024,letters_of_credit,active,import,270,consumer_goods,1,5380997.65
E02,FY2024,letters_of_credit,expired,export,30,coal,1,550129.81
E02,FY2024,letters_of_credit,expired,export,60,consumer_goods,1,34752525.27
E02,FY2024,letters_of_credit,expired,export,90,copper,1,2358989.32
E02,FY2024,letters_of_credit,expired,import,30,manufactured_goods,1,660872.3
E02,FY2024,letters_of_credit,expired,import,60,agri_produce,1,3306123.62
E02,FY2024,letters_of_credit,expired,import,60,platinum_group_metals,1,2478529.06
E02,FY2024,letters_of_credit,expired,import,90,consumer_goods,1,606767.44
E02,FY2024,letters_of_credit,expired,import,90,electronics,1,5661060.4
E02,FY2024,letters_of_credit,expired,import,270,coal,1,968909.65
E02,FY2024,letters_of_credit,expired,import,365,iron_ore,1,5262782.66
E02,FY2024,letters_of_credit,issued,export,30,telecom_equipment,1,10962680.16
E02,FY2024,letters_of_credit,issued,export,60,consumer_goods,1,651408.72
E02,FY2024,letters_of_credit,issued,export,60,copper,1,1123148.92
E02,FY2024,letters_of_credit,issued,export,60,iron_ore,1,2365732.57
E02,FY2024,letters_of_credit,issued,export,60,platinum_group_metals,1,4780265.05
E02,FY2024,letters_of_credit,issued,export,90,pharmaceuticals,1,775000.27
E02,FY2024,letters_of_credit,issued,export,120,telecom_equipment,2,13880860.28
E02,FY2024,letters_of_credit,issued,import,60,chemicals,1,2750543.7
E02,FY2024,letters_of_credit,issued,import,60,coal,1,396754.09
E02,FY2024,letters_of_credit,issued,import,60,copper,1,1995240.17
E02,FY2024,letters_of_credit,issued,import,60,iron_ore,1,2044168.12
E02,FY2024,letters_of_credit,issued,import,60,platinum_group_metals,1,1335026.41
E02,FY2024,letters_of_credit,issued,import,90,agri_produce,1,13523313.14
E02,FY2024,letters_of_credit,issued,import,90,pharmaceuticals,1,5703911.87
E02,FY2024,letters_of_credit,issued,import,120,copper,1,4094075.24
E02,FY2024,letters_of_credit,issued,import,120,manufactured_goods,2,4659243.13
E02,FY2024,letters_of_credit,issued,import,120,pharmaceuticals,1,734539.65
E02,FY2024,letters_of_credit,issued,import,180,agri_produce,1,15111890.66
E02,FY2024,letters_of_credit,issued,import,180,coal,1,7986936.87
E02,FY2024,letters_of_credit,settled,export,30,consumer_goods,1,863583.7
E02,FY2024,letters_of_credit,settled,export,30,copper,1,5108026.7
E02,FY2024,letters_of_credit,settled,export,30,electronics,2,13798507.24
E02,FY2024,letters_of_credit,settled,export,30,gold,2,1565114.75
E02,FY2024,letters_of_credit,settled,export,30,pharmaceuticals,1,653867.35
E02,FY2024,letters_of_credit,settled,export,60,copper,1,3858987.65
E02,FY2024,letters_of_credit,settled,export,60,platinum_group_metals,2,3205530.79
E02,FY2024,letters_of_credit,settled,export,90,chemicals,1,495100.84
E02,FY2024,letters_of_credit,settled,export,90,coal,1,946602.59
E02,FY2024,letters_of_credit,settled,export,90,gold,2,11442893.87
E02,FY2024,letters_of_credit,settled,export,120,coal,1,3133257.11
E02,FY2024,letters_of_credit,settled,export,120,consumer_goods,1,1310312.94
E02,FY2024,letters_of_credit,settled,export,120,pharmaceuticals,2,1692008.6400000001
E02,FY2024,letters_of_credit,settled,export,120,telecom_equipment,1,859253.69
E02,FY2024,letters_of_credit,settled,export,180,chemicals,2,10895730.04
E02,FY2024,letters_of_credit,settled,export,180,copper,1,1063223.36
E02,FY2024,letters_of_credit,settled,export,180,pharmaceuticals,1,16606199.41
E02,FY2024,letters_of_credit,settled,import,30,coal,1,1245193.4
E02,FY2024,letters_of_credit,settled,import,30,consumer_goods,2,4030645.46
E02,FY2024,letters_of_credit,settled,import,30,electronics,1,1093797.59
E02,FY2024,letters_of_credit,settled,import,30,iron_ore,1,874879.64
E02,FY2024,letters_of_credit,settled,import,30,platinum_group_metals,1,2621251.19
E02,FY2024,letters_of_credit,settled,import,60,agri_produce,1,15916466.71
E02,FY2024,letters_of_credit,settled,import,60,iron_ore,2,5042966.4799999995
E02,FY2024,letters_of_credit,settled,import,60,manufactured_goods,1,569222.62
E02,FY2024,letters_of_credit,settled,import,60,pharmaceuticals,1,561813.13
E02,FY2024,letters_of_credit,settled,import,90,coal,1,4236516.64
E02,FY2024,letters_of_credit,settled,import,90,consumer_goods,2,4060725.6399999997
E02,FY2024,letters_of_credit,settled,import,90,electronics,1,1034037.16
E02,FY2024,letters_of_credit,settled,import,90,gold,1,5210717.2
E02,FY2024,letters_of_credit,settled,import,90,manufactured_goods,1,303746.94
E02,FY2024,letters_of_credit,settled,import,120,coal,2,3115071.54
E02,FY2024,letters_of_credit,settled,import,120,copper,1,3285826.17
E02,FY2024,letters_of_credit,settled,import,120,iron_ore,1,13745290.46
E02,FY2024,letters_of_credit,settled,import,270,chemicals,2,4527449.67
E02,FY2024,letters_of_credit,settled,import,270,copper,2,9759506.98
E02,FY2024,letters_of_credit,settled,import,270,pharmaceuticals,1,502011.34
E02,FY2025,export_collections,active,export,30,copper,1,5731234.56
E02,FY2025,export_collections,active,export,60,copper,1,1899229.86
E02,FY2025,export_collections,active,export,90,gold,1,688955.38
E02,FY2025,export_collections,active,export,120,coal,1,15902290.12
E02,FY2025,export_collections,active,export,120,telecom_equipment,1,436003.59
E02,FY2025,export_collections,active,export,270,consumer_goods,1,1245250.79
E02,FY2025,export_collections,active,export,270,telecom_equipment,1,1665939.07
E02,FY2025,export_collections,active,import,60,agri_produce,2,3705546.09
E02,FY2025,export_collections,active,import,60,consumer_goods,1,12972662.98
E02,FY2025,export_collections,active,import,90,iron_ore,1,666266.9
E02,FY2025,export_collections,active,import,180,chemicals,1,1484777.55
E02,FY2025,export_collections,active,import,180,platinum_group_metals,1,625658.85
E02,FY2025,export_collections,active,import,270,consumer_goods,1,11795830.87
E02,FY2025,export_collections,active,import,365,pharmaceuticals,1,4789444.14
E02,FY2025,export_collections,expired,import,60,copper,1,6164057.12
E02,FY2025,export_collections,expired,import,60,manufactured_goods,1,245222.57
E02,FY2025,export_collections,expired,import,120,agri_produce,1,1332287.9
E02,FY2025,export_collections,expired,import,180,gold,1,8850050.62
E02,FY2025,export_collections,issued,export,30,agri_produce,1,10100113.21
E02,FY2025,export_collections,issued,export,30,pharmaceuticals,1,866800.44
E02,FY2025,export_collections,issued,export,60,platinum_group_metals,1,945050.36
E02,FY2025,export_collections,issued,export,90,chemicals,2,3179394.7399999998
E02,FY2025,export_collections,issued,export,90,gold,1,3753781.46
E02,FY2025,export_collections,issued,export,90,pharmaceuticals,1,1011248.75
E02,FY2025,export_collections,issued,export,120,agri_produce,1,5508337.59
E02,FY2025,export_collections,issued,export,270,gold,1,916318.38
E02,FY2025,export_collections,issued,export,365,coal,1,8670411.2
E02,FY2025,export_collections,issued,import,30,chemicals,2,2950815.44
E02,FY2025,export_collections,issued,import,60,pharmaceuticals,1,8130273.51
E02,FY2025,export_collections,settled,export,60,electronics,1,497958.43
E02,FY2025,export_collections,settled,export,90,coal,1,2333317.05
E02,FY2025,export_collections,settled,export,120,gold,1,1391458.66
E02,FY2025,export_collections,settled,export,120,platinum_group_metals,1,2261084.44
E02,FY2025,export_collections,settled,export,365,copper,1,1388215.52
E02,FY2025,export_collections,settled,import,30,chemicals,1,1567498.23
E02,FY2025,export_collections,settled,import,30,consumer_goods,1,1032824.3
E02,FY2025,export_collections,settled,import,60,chemicals,1,3897349.46
E02,FY2025,export_collections,settled,import,60,consumer_goods,1,1101985.36
E02,FY2025,export_collections,settled,import,60,manufactured_goods,1,7891993.83
E02,FY2025,export_collections,settled,import,60,pharmaceuticals,1,1312458.4
E02,FY2025,export_collections,settled,import,90,chemicals,1,2751257.75
E02,FY2025,export_collections,settled,import,180,gold,1,2015349.19
E02,FY2025,export_collections,settled,import,270,iron_ore,1,461511.52
E02,FY2025,guarantees,active,export,30,advance_payment_guarantee,2,12922509.719999999
E02,FY2025,guarantees,active,export,30,bid_bond,2,4952963.609999999
E02,FY2025,guarantees,active,export,60,advance_payment_guarantee,1,1986401.29
E02,FY2025,guarantees,active,export,60,bid_bond,1,2281212.21
E02,FY2025,guarantees,active,export,60,performance_guarantee,2,4497251.89
E02,FY2025,guarantees,active,export,90,advance_payment_guarantee,1,6624674.73
E02,FY2025,guarantees,active,export,90,bid_bond,2,14170131.67
E02,FY2025,guarantees,active,export,120,performance_guarantee,2,2081710.87
E02,FY2025,guarantees,active,export,180,bid_bond,1,293647.94
E02,FY2025,guarantees,active,export,270,bid_bond,1,24384583.64
E02,FY2025,guarantees,active,import,30,performance_guarantee,1,15683424.02
E02,FY2025,guarantees,active,import,60,advance_payment_guarantee,1,691933.66
E02,FY2025,guarantees,active,import,60,bid_bond,1,166329.81
E02,FY2025,guarantees,active,import,60,performance_guarantee,2,2990226.0700000003
E02,FY2025,guarantees,active,import,90,bid_bond,2,9082889.09
E02,FY2025,guarantees,active,import,90,performance_guarantee,2,4733544.13
E02,FY2025,guarantees,active,import,120,bid_bond,1,2502091.25
E02,FY2025,guarantees,active,import,180,advance_payment_guarantee,1,5576394.61
E02,FY2025,guarantees,active,import,180,bid_bond,1,1362074.98
E02,FY2025,guarantees,active,import,270,performance_guarantee,1,1397477.74
E02,FY2025,guarantees,active,import,365,performance_guarantee,1,513051.83
E02,FY2025,guarantees,expired,export,30,bid_bond,1,2503720.83
E02,FY2025,guarantees,expired,export,90,advance_payment_guarantee,2,8001073.33
E02,FY2025,guarantees,expired,export,120,advance_payment_guarantee,1,3752027.4
E02,FY2025,guarantees,expired,export,365,bid_bond,1,20091627.95
E02,FY2025,guarantees,expired,import,90,performance_guarantee,2,13934999.15
E02,FY2025,guarantees,issued,export,30,advance_payment_guarantee,1,19746176.18
E02,FY2025,guarantees,issued,export,60,bid_bond,1,1570645.27
E02,FY2025,guarantees,issued,export,60,performance_guarantee,1,2837842.26
E02,FY2025,guarantees,issued,export,90,bid_bond,1,1074021.73
E02,FY2025,guarantees,issued,export,90,performance_guarantee,1,5192675.77
E02,FY2025,guarantees,issued,export,120,performance_guarantee,1,5358788.83
E02,FY2025,guarantees,issued,export,180,performance_guarantee,1,21704211.55
E02,FY2025,guarantees,issued,export,270,performance_guarantee,1,2013202.09
E02,FY2025,guarantees,issued,import,30,advance_payment_guarantee,1,5723881.71
E02,FY2025,guarantees,issued,import,30,bid_bond,1,39335407.0
E02,FY2025,guarantees,issued,import,60,advance_payment_guarantee,1,25311040.08
E02,FY2025,guarantees,issued,import,60,bid_bond,1,11156750.85
E02,FY2025,guarantees,issued,import,60,performance_guarantee,2,4552811.289999999
E02,FY2025,guarantees,issued,import,90,bid_bond,1,20337428.61
E02,FY2025,guarantees,issued,import,180,performance_guarantee,1,2947195.56
E02,FY2025,guarantees,settled,export,30,advance_payment_guarantee,2,17693903.59
E02,FY2025,guarantees,settled,export,30,performance_guarantee,1,8393815.9
E02,FY2025,guarantees,settled,export,60,advance_payment_guarantee,2,1304413.6
E02,FY2025,guarantees,settled,export,60,performance_guarantee,3,4817049.79
E02,FY2025,guarantees,settled,export,90,advance_payment_guarantee,1,2009031.22
E02,FY2025,guarantees,settled,export,90,bid_bond,2,2787290.44
E02,FY2025,guarantees,settled,export,90,performance_guarantee,2,3542661.21
E02,FY2025,guarantees,settled,export,120,bid_bond,2,2136868.3
E02,FY2025,guarantees,settled,export,180,advance_payment_guarantee,1,4111738.48
E02,FY2025,guarantees,settled,export,270,advance_payment_guarantee,1,1321629.84
E02,FY2025,guarantees,settled,import,30,advance_payment_guarantee,2,4890815.8100000005
E02,FY2025,guarantees,settled,import,30,bid_bond,1,819944.69
E02,FY2025,guarantees,settled,import,30,performance_guarantee,1,6294615.51
E02,FY2025,guarantees,settled,import,60,advance_payment_guarantee,1,6053732.07
E02,FY2025,guarantees,settled,import,60,bid_bond,3,2606229.88
E02,FY2025,guarantees,settled,import,90,advance_payment_guarantee,2,5457498.13
E02,FY2025,guarantees,settled,import,90,bid_bond,2,8317021.800000001
E02,FY2025,guarantees,settled,import,90,performance_guarantee,1,500250.49
E02,FY2025,guarantees,settled,import,120,advance_payment_guarantee,1,1171895.05
E02,FY2025,guarantees,settled,import,120,performance_guarantee,1,674437.83
E02,FY2025,guarantees,settled,import,180,bid_bond,1,1112690.39
E02,FY2025,guarantees,settled,import,270,performance_guarantee,1,4018242.17
E02,FY2025,guarantees,settled,import,365,advance_payment_guarantee,1,507678.88
E02,FY2025,guarantees,settled,import,365,performance_guarantee,1,2014547.16
E02,FY2025,letters_of_credit,active,export,30,coal,1,1646581.99
E02,FY2025,letters_of_credit,active,export,30,consumer_goods,1,1650267.21
E02,FY2025,letters_of_credit,active,export,30,iron_ore,1,20654317.34
E02,FY2025,letters_of_credit,active,export,60,chemicals,1,8304764.13
E02,FY2025,letters_of_credit,active,export,60,consumer_goods,1,2510809.43
E02,FY2025,letters_of_credit,active,export,60,copper,2,4678066.86
E02,FY2025,letters_of_credit,active,export,60,electronics,1,3030561.44
E02,FY2025,letters_of_credit,active,export,60,gold,3,6047862.37
E02,FY2025,letters_of_credit,active,export,60,manufactured_goods,1,12735035.08
E02,FY2025,letters_of_credit,active,export,60,platinum_group_metals,1,2374751.34
E02,FY2025,letters_of_credit,active,export,90,gold,2,5387780.2700000005
E02,FY2025,letters_of_credit,active,export,120,gold,1,820103.64
E02,FY2025,letters_of_credit,active,export,120,iron_ore,1,3415573.93
E02,FY2025,letters_of_credit,active,export,180,agri_produce,1,4733042.55
E02,FY2025,letters_of_credit,active,export,365,chemicals,1,657503.07
E02,FY2025,letters_of_credit,active,export,365,iron_ore,1,1040029.41
E02,FY2025,letters_of_credit,active,import,30,chemicals,2,4912625.82
E02,FY2025,letters_of_credit,active,import,30,consumer_goods,1,2843923.06
E02,FY2025,letters_of_credit,active,import,30,electronics,1,1062466.14
E02,FY2025,letters_of_credit,active,import,30,iron_ore,2,2681550.28
E02,FY2025,letters_of_credit,active,import,30,platinum_group_metals,1,3090986.54
E02,FY2025,letters_of_credit,active,import,60,agri_produce,1,4208692.87
E02,FY2025,letters_of_credit,active,import,60,chemicals,1,2917387.46
E02,FY2025,letters_of_credit,active,import,60,coal,1,3121622.9
E02,FY2025,letters_of_credit,active,import,60,consumer_goods,1,3747428.67
E02,FY2025,letters_of_credit,active,import,60,electronics,1,1364110.79
E02,FY2025,letters_of_credit,active,import,60,gold,1,2880232.47
E02,FY2025,letters_of_credit,active,import,60,manufactured_goods,2,3770265.75
E02,FY2025,letters_of_credit,active,import,60,telecom_equipment,1,8677106.64
E02,FY2025,letters_of_credit,active,import,90,agri_produce,1,316835.93
E02,FY2025,letters_of_credit,active,import,90,consumer_goods,1,745526.59
E02,FY2025,letters_of_credit,active,import,90,manufactured_goods,1,8628088.41
E02,FY2025,letters_of_credit,active,import,90,platinum_group_metals,1,1595793.39
E02,FY2025,letters_of_credit,active,import,120,iron_ore,1,5162652.35
E02,FY2025,letters_of_credit,active,import,120,manufactured_goods,1,1022894.74
E02,FY2025,letters_of_credit,active,import,120,pharmaceuticals,1,8130378.83
E02,FY2025,letters_of_credit,active,import,180,agri_produce,1,14978924.52
E02,FY2025,letters_of_credit,active,import,180,chemicals,1,216783.68
E02,FY2025,letters_of_credit,active,import,180,coal,1,390134.72
E02,FY2025,letters_of_credit,active,import,180,gold,1,625720.77
