entity_id,fiscal_year,corridor_type,currency_pair,direction,txn_count,value_zar
E05,FY2026,other,CNY/ZAR,inbound,9,3893411.45
E05,FY2026,other,CNY/ZAR,outbound,19,8190019.61
E05,FY2026,other,EUR/ZAR,inbound,17,15696842.2
E05,FY2026,other,EUR/ZAR,outbound,20,9181669.690000001
E05,FY2026,other,GBP/ZAR,inbound,16,11815603.82
E05,FY2026,other,GBP/ZAR,outbound,25,12637052.72
E05,FY2026,other,USD/ZAR,inbound,16,6563989.45
E05,FY2026,other,USD/ZAR,outbound,16,5059425.7700000005
E05,FY2026,trade,AED/ZAR,inbound,77,36390274.54
E05,FY2026,trade,AED/ZAR,outbound,77,38231135.23
E05,FY2026,trade,CNY/ZAR,inbound,65,29017730.1
E05,FY2026,trade,CNY/ZAR,outbound,74,58525616.84
E05,FY2026,trade,EUR/ZAR,inbound,61,28060454.47
E05,FY2026,trade,EUR/ZAR,outbound,77,29235139.1
E05,FY2026,trade,GBP/ZAR,inbound,79,39153275.52
E05,FY2026,trade,GBP/ZAR,outbound,74,42194587.02
E05,FY2026,trade,USD/ZAR,inbound,79,34044747.14
E05,FY2026,trade,USD/ZAR,outbound,69,43713487.8
E06,FY2024,intercompany,AED/ZAR,inbound,15,5211707.15
E06,FY2024,intercompany,AED/ZAR,outbound,18,6884000.05
E06,FY2024,intercompany,CNY/ZAR,inbound,21,15252215.95
E06,FY2024,intercompany,CNY/ZAR,outbound,16,5327910.61
E06,FY2024,intercompany,EUR/ZAR,inbound,12,4413082.25
E06,FY2024,intercompany,EUR/ZAR,outbound,18,6636093.52
E06,FY2024,intercompany,GBP/ZAR,inbound,12,3305329.6799999997
E06,FY2024,intercompany,GBP/ZAR,outbound,10,8152247.35
E06,FY2024,intercompany,USD/ZAR,inbound,19,8000530.55
E06,FY2024,intercompany,USD/ZAR,outbound,18,8075517.5600000005
E06,FY2024,other,AED/ZAR,inbound,1,28382.1
E06,FY2024,other,AED/ZAR,outbound,2,2121572.12
E06,FY2024,other,CNY/ZAR,inbound,6,3575391.0
E06,FY2024,other,CNY/ZAR,outbound,8,5229220.7
E06,FY2024,other,EUR/ZAR,inbound,8,4641651.85
E06,FY2024,other,EUR/ZAR,outbound,5,1469006.8599999999
E06,FY2024,other,GBP/ZAR,inbound,5,2554746.0599999996
E06,FY2024,other,GBP/ZAR,outbound,6,1183855.8399999999
E06,FY2024,other,USD/ZAR,inbound,8,3576744.57
E06,FY2024,other,USD/ZAR,outbound,5,1036292.2
E06,FY2024,trade,AED/ZAR,inbound,13,4757056.75
E06,FY2024,trade,AED/ZAR,outbound,23,9527927.96
E06,FY2024,trade,CNY/ZAR,inbound,11,6989737.5600000005
E06,FY2024,trade,CNY/ZAR,outbound,13,7815073.56
E06,FY2024,trade,EUR/ZAR,inbound,19,10775069.76
E06,FY2024,trade,EUR/ZAR,outbound,14,7689631.83
E06,FY2024,trade,GBP/ZAR,inbound,17,12371214.469999999
E06,FY2024,trade,GBP/ZAR,outbound,9,3620704.8499999996
E06,FY2024,trade,USD/ZAR,inbound,13,5873148.39
E06,FY2024,trade,USD/ZAR,outbound,18,8064440.17
E06,FY2025,intercompany,AED/ZAR,inbound,10,9583064.02
E06,FY2025,intercompany,AED/ZAR,outbound,17,8774617.79
E06,FY2025,intercompany,CNY/ZAR,inbound,17,11930335.57
E06,FY2025,intercompany,CNY/ZAR,outbound,21,11743482.17
E06,FY2025,intercompany,EUR/ZAR,inbound,20,7599899.75
E06,FY2025,intercompany,EUR/ZAR,outbound,13,8459093.5
E06,FY2025,intercompany,GBP/ZAR,inbound,13,5063286.4
E06,FY2025,intercompany,GBP/ZAR,outbound,20,9620144.2
E06,FY2025,intercompany,USD/ZAR,inbound,12,6069230.7
E06,FY2025,intercompany,USD/ZAR,outbound,21,13234601.24
E06,FY2025,other,AED/ZAR,inbound,5,3309839.74
E06,FY2025,other,AED/ZAR,outbound,5,2803630.1999999997
E06,FY2025,other,CNY/ZAR,inbound,6,1436564.3
E06,FY2025,other,CNY/ZAR,outbound,2,986511.26
E06,FY2025,other,EUR/ZAR,inbound,5,3016194.8
E06,FY2025,other,EUR/ZAR,outbound,5,4378939.38
E06,FY2025,other,GBP/ZAR,inbound,3,1604167.83
E06,FY2025,other,GBP/ZAR,outbound,2,1193597.81
E06,FY2025,other,USD/ZAR,inbound,3,314589.39
E06,FY2025,other,USD/ZAR,outbound,5,2097058.17
E06,FY2025,trade,AED/ZAR,inbound,12,11426386.2
E06,FY2025,trade,AED/ZAR,outbound,14,4579198.89
E06,FY2025,trade,CNY/ZAR,inbound,15,6253294.23
E06,FY2025,trade,CNY/ZAR,outbound,22,11819096.2
E06,FY2025,trade,EUR/ZAR,inbound,13,5291409.88
E06,FY2025,trade,EUR/ZAR,outbound,11,5211810.0600000005
E06,FY2025,trade,GBP/ZAR,inbound,10,3549654.67
E06,FY2025,trade,GBP/ZAR,outbound,21,8129090.88
E06,FY2025,trade,USD/ZAR,inbound,23,13669189.42
E06,FY2025,trade,USD/ZAR,outbound,17,9644751.41
E06,FY2026,intercompany,AED/ZAR,inbound,16,6337133.76
E06,FY2026,intercompany,AED/ZAR,outbound,18,7236819.890000001
E06,FY2026,intercompany,CNY/ZAR,inbound,14,9491425.92
E06,FY2026,intercompany,CNY/ZAR,outbound,14,3839385.67
E06,FY2026,intercompany,EUR/ZAR,inbound,13,19168354.17
E06,FY2026,intercompany,EUR/ZAR,outbound,19,10158107.11
E06,FY2026,intercompany,GBP/ZAR,inbound,19,7870162.850000001
E06,FY2026,intercompany,GBP/ZAR,outbound,13,7622629.38
E06,FY2026,intercompany,USD/ZAR,inbound,11,2418403.45
E06,FY2026,intercompany,USD/ZAR,outbound,28,18818823.87
E06,FY2026,other,AED/ZAR,inbound,1,137616.12
E06,FY2026,other,AED/ZAR,outbound,4,1013556.81
E06,FY2026,other,CNY/ZAR,inbound,8,6317046.17
E06,FY2026,other,CNY/ZAR,outbound,5,2106215.42
E06,FY2026,other,EUR/ZAR,inbound,5,3241644.79
E06,FY2026,other,EUR/ZAR,outbound,5,4071260.33
E06,FY2026,other,GBP/ZAR,inbound,3,1828815.7999999998
E06,FY2026,other,GBP/ZAR,outbound,3,674316.06
E06,FY2026,other,USD/ZAR,inbound,3,389878.18
E06,FY2026,other,USD/ZAR,outbound,5,1259309.3800000001
E06,FY2026,trade,AED/ZAR,inbound,17,6698582.14
E06,FY2026,trade,AED/ZAR,outbound,21,5697597.84
E06,FY2026,trade,CNY/ZAR,inbound,20,15628078.24
E06,FY2026,trade,CNY/ZAR,outbound,18,9065326.3
E06,FY2026,trade,EUR/ZAR,inbound,16,7106474.7
E06,FY2026,trade,EUR/ZAR,outbound,17,8039086.44
E06,FY2026,trade,GBP/ZAR,inbound,13,7877955.3
E06,FY2026,trade,GBP/ZAR,outbound,10,5281938.09
E06,FY2026,trade,USD/ZAR,inbound,22,9472893.96
E06,FY2026,trade,USD/ZAR,outbound,19,13642702.74
E07,FY2024,intercompany,AED/ZAR,inbound,57,15045704.04
E07,FY2024,intercompany,AED/ZAR,outbound,64,23066600.78
E07,FY2024,intercompany,CNY/ZAR,inbound,50,19970396.72
E07,FY2024,intercompany,CNY/ZAR,outbound,60,15286083.75
E07,FY2024,intercompany,EUR/ZAR,inbound,70,21728153.19
E07,FY2024,intercompany,EUR/ZAR,outbound,70,29934321.16
E07,FY2024,intercompany,GBP/ZAR,inbound,55,10330224.32
E07,FY2024,intercompany,GBP/ZAR,outbound,56,22634936.47
E07,FY2024,intercompany,USD/ZAR,inbound,59,16836136.53
E07,FY2024,intercompany,USD/ZAR,outbound,64,21275005.66
E07,FY2024,other,AED/ZAR,inbound,11,4277370.66
E07,FY2024,other,AED/ZAR,outbound,14,4262777.1
E07,FY2024,other,CNY/ZAR,inbound,16,7130343.43
E07,FY2024,other,CNY/ZAR,outbound,16,3502899.9
E07,FY2024,other,EUR/ZAR,inbound,9,2634135.18
E07,FY2024,other,EUR/ZAR,outbound,14,2006059.25
E07,FY2024,other,GBP/ZAR,inbound,13,6922550.87
E07,FY2024,other,GBP/ZAR,outbound,18,4280771.94
E07,FY2024,other,USD/ZAR,inbound,17,3890065.81
E07,FY2024,other,USD/ZAR,outbound,13,6613188.2
E07,FY2024,trade,AED/ZAR,inbound,62,18122524.76
E07,FY2024,trade,AED/ZAR,outbound,57,13591967.23
E07,FY2024,trade,CNY/ZAR,inbound,47,14516357.56
E07,FY2024,trade,CNY/ZAR,outbound,58,14683514.64
E07,FY2024,trade,EUR/ZAR,inbound,50,17163535.95
E07,FY2024,trade,EUR/ZAR,outbound,68,25852389.669999998
E07,FY2024,trade,GBP/ZAR,inbound,66,15843225.02
E07,FY2024,trade,GBP/ZAR,outbound,62,14086209.41
E07,FY2024,trade,USD/ZAR,inbound,63,19611369.63
E07,FY2024,trade,USD/ZAR,outbound,72,19042986.26
E07,FY2025,intercompany,AED/ZAR,inbound,93,27837104.8
E07,FY2025,intercompany,AED/ZAR,outbound,120,34968585.74
E07,FY2025,intercompany,CNY/ZAR,inbound,106,28617933.8
E07,FY2025,intercompany,CNY/ZAR,outbound,121,33723142.88
E07,FY2025,intercompany,EUR/ZAR,inbound,110,39035104.089999996
E07,FY2025,intercompany,EUR/ZAR,outbound,114,33350356.91
E07,FY2025,intercompany,GBP/ZAR,inbound,102,26802435.46
E07,FY2025,intercompany,GBP/ZAR,outbound,104,37148020.62
E07,FY2025,intercompany,USD/ZAR,inbound,116,36147574.769999996
E07,FY2025,intercompany,USD/ZAR,outbound,116,32202057.77
E07,FY2025,other,AED/ZAR,inbound,23,14149270.24
E07,FY2025,other,AED/ZAR,outbound,32,9124058.48
E07,FY2025,other,CNY/ZAR,inbound,31,15130291.61
E07,FY2025,other,CNY/ZAR,outbound,23,8449739.780000001
E07,FY2025,other,EUR/ZAR,inbound,24,8301850.27
E07,FY2025,other,EUR/ZAR,outbound,31,15130793.18
E07,FY2025,other,GBP/ZAR,inbound,26,11361637.58
E07,FY2025,other,GBP/ZAR,outbound,25,8463435.59
E07,FY2025,other,USD/ZAR,inbound,17,6740725.32
E07,FY2025,other,USD/ZAR,outbound,23,6748503.17
E07,FY2025,trade,AED/ZAR,inbound,120,49027816.56
E07,FY2025,trade,AED/ZAR,outbound,115,43937645.35
E07,FY2025,trade,CNY/ZAR,inbound,111,33935378.44
E07,FY2025,trade,CNY/ZAR,outbound,105,36840701.56
E07,FY2025,trade,EUR/ZAR,inbound,124,47851448.03
E07,FY2025,trade,EUR/ZAR,outbound,114,41219010.23
E07,FY2025,trade,GBP/ZAR,inbound,93,35810743.38
E07,FY2025,trade,GBP/ZAR,outbound,112,37058019.72
E07,FY2025,trade,USD/ZAR,inbound,100,32911079.42
E07,FY2025,trade,USD/ZAR,outbound,98,36974150.53
E07,FY2026,intercompany,AED/ZAR,inbound,136,42743643.85
E07,FY2026,intercompany,AED/ZAR,outbound,170,66638612.28
E07,FY2026,intercompany,CNY/ZAR,inbound,126,38709284.75
E07,FY2026,intercompany,CNY/ZAR,outbound,157,60544497.43
E07,FY2026,intercompany,EUR/ZAR,inbound,162,47189099.88
E07,FY2026,intercompany,EUR/ZAR,outbound,171,56397709.98
E07,FY2026,intercompany,GBP/ZAR,inbound,124,38435902.69
E07,FY2026,intercompany,GBP/ZAR,outbound,141,52390394.07
E07,FY2026,intercompany,USD/ZAR,inbound,129,37812492.01
E07,FY2026,intercompany,USD/ZAR,outbound,153,50684099.87
E07,FY2026,other,AED/ZAR,inbound,22,5333557.01
E07,FY2026,other,AED/ZAR,outbound,33,11114668.95
E07,FY2026,other,CNY/ZAR,inbound,30,10900203.32
E07,FY2026,other,CNY/ZAR,outbound,26,12197564.76
E07,FY2026,other,EUR/ZAR,inbound,25,7133643.34
E07,FY2026,other,EUR/ZAR,outbound,36,12083968.47
E07,FY2026,other,GBP/ZAR,inbound,42,21626866.53
E07,FY2026,other,GBP/ZAR,outbound,37,19015984.17
E07,FY2026,other,USD/ZAR,inbound,26,8059046.34
E07,FY2026,other,USD/ZAR,outbound,26,9727988.67
E07,FY2026,trade,AED/ZAR,inbound,140,57399608.58
E07,FY2026,trade,AED/ZAR,outbound,140,48765010.43
E07,FY2026,trade,CNY/ZAR,inbound,132,38947188.42
E07,FY2026,trade,CNY/ZAR,outbound,161,60198661.54
E07,FY2026,trade,EUR/ZAR,inbound,139,46536988.39
E07,FY2026,trade,EUR/ZAR,outbound,151,50722291.03
E07,FY2026,trade,GBP/ZAR,inbound,141,48456583.72
E07,FY2026,trade,GBP/ZAR,outbound,146,61481074.05
E07,FY2026,trade,USD/ZAR,inbound,155,50242111.99
E07,FY2026,trade,USD/ZAR,outbound,157,65328029.69
E08,FY2024,intercompany,AED/ZAR,inbound,260,122412675.98
E08,FY2024,intercompany,AED/ZAR,outbound,269,148494128.54
E08,FY2024,intercompany,CNY/ZAR,inbound,228,103208810.57
E08,FY2024,intercompany,CNY/ZAR,outbound,243,124649692.49
E08,FY2024,intercompany,EUR/ZAR,inbound,238,118479041.99
E08,FY2024,intercompany,EUR/ZAR,outbound,279,143129917.19
E08,FY2024,intercompany,GBP/ZAR,inbound,289,125740474.55
E08,FY2024,intercompany,GBP/ZAR,outbound,280,132817177.6
E08,FY2024,intercompany,USD/ZAR,inbound,225,130647217.13
E08,FY2024,intercompany,USD/ZAR,outbound,250,134171386.57
E08,FY2024,other,AED/ZAR,inbound,72,25513731.2
E08,FY2024,other,AED/ZAR,outbound,52,26859770.96
E08,FY2024,other,CNY/ZAR,inbound,51,18828518.18
E08,FY2024,other,CNY/ZAR,outbound,54,45034110.08
E08,FY2024,other,EUR/ZAR,inbound,59,26496355.16
E08,FY2024,other,EUR/ZAR,outbound,66,25994077.02
E08,FY2024,other,GBP/ZAR,inbound,40,15887673.22
E08,FY2024,other,GBP/ZAR,outbound,68,37794324.65
E08,FY2024,other,USD/ZAR,inbound,50,21184387.74
E08,FY2024,other,USD/ZAR,outbound,54,18898125.73
E08,FY2024,trade,AED/ZAR,inbound,227,120290695.83
E08,FY2024,trade,AED/ZAR,outbound,231,144998614.23
E08,FY2024,trade,CNY/ZAR,inbound,263,142558774.54
E08,FY2024,trade,CNY/ZAR,outbound,250,124954475.62
E08,FY2024,trade,EUR/ZAR,inbound,236,137063610.87
E08,FY2024,trade,EUR/ZAR,outbound,274,145397576.12
E08,FY2024,trade,GBP/ZAR,inbound,219,107589205.89
E08,FY2024,trade,GBP/ZAR,outbound,265,133434074.89
E08,FY2024,trade,USD/ZAR,inbound,254,121641408.08
E08,FY2024,trade,USD/ZAR,outbound,256,127387021.91
E08,FY2025,intercompany,AED/ZAR,inbound,225,117239013.11
E08,FY2025,intercompany,AED/ZAR,outbound,245,134870595.18
E08,FY2025,intercompany,CNY/ZAR,inbound,249,129828786.4
E08,FY2025,intercompany,CNY/ZAR,outbound,259,141862358.33
E08,FY2025,intercompany,EUR/ZAR,inbound,235,146349158.5
E08,FY2025,intercompany,EUR/ZAR,outbound,266,116329075.42
E08,FY2025,intercompany,GBP/ZAR,inbound,235,124368705.79
E08,FY2025,intercompany,GBP/ZAR,outbound,252,128910935.55
E08,FY2025,intercompany,USD/ZAR,inbound,251,129931166.27
E08,FY2025,intercompany,USD/ZAR,outbound,267,129356272.77
E08,FY2025,other,AED/ZAR,inbound,34,14917630.379999999
E08,FY2025,other,AED/ZAR,outbound,61,30031271.52
E08,FY2025,other,CNY/ZAR,inbound,42,21867123.81
E08,FY2025,other,CNY/ZAR,outbound,68,26414726.64
E08,FY2025,other,EUR/ZAR,inbound,44,16301745.36
E08,FY2025,other,EUR/ZAR,outbound,50,16826225.17
E08,FY2025,other,GBP/ZAR,inbound,52,22599008.830000002
E08,FY2025,other,GBP/ZAR,outbound,61,27192671.31
E08,FY2025,other,USD/ZAR,inbound,43,25508696.67
E08,FY2025,other,USD/ZAR,outbound,39,13718556.36
E08,FY2025,trade,AED/ZAR,inbound,256,138045301.16
E08,FY2025,trade,AED/ZAR,outbound,266,160540160.04
E08,FY2025,trade,CNY/ZAR,inbound,226,103043177.36
E08,FY2025,trade,CNY/ZAR,outbound,271,135458765.3
E08,FY2025,trade,EUR/ZAR,inbound,237,149399484.82999998
E08,FY2025,trade,EUR/ZAR,outbound,250,112519063.4
E08,FY2025,trade,GBP/ZAR,inbound,240,121255954.11
E08,FY2025,trade,GBP/ZAR,outbound,261,133910294.33
E08,FY2025,trade,USD/ZAR,inbound,226,125650745.99
E08,FY2025,trade,USD/ZAR,outbound,255,130995017.35
E08,FY2026,intercompany,AED/ZAR,inbound,213,110741635.96
E08,FY2026,intercompany,AED/ZAR,outbound,253,157359275.9
E08,FY2026,intercompany,CNY/ZAR,inbound,212,101087758.03
E08,FY2026,intercompany,CNY/ZAR,outbound,221,104160516.74
E08,FY2026,intercompany,EUR/ZAR,inbound,212,98089003.13
E08,FY2026,intercompany,EUR/ZAR,outbound,202,102319923.89
E08,FY2026,intercompany,GBP/ZAR,inbound,218,119903640.41
E08,FY2026,intercompany,GBP/ZAR,outbound,262,138365462.83
E08,FY2026,intercompany,USD/ZAR,inbound,217,118856361.27
E08,FY2026,intercompany,USD/ZAR,outbound,236,121193967.53
E08,FY2026,other,AED/ZAR,inbound,50,19243051.919999998
E08,FY2026,other,AED/ZAR,outbound,54,23464019.83
E08,FY2026,other,CNY/ZAR,inbound,36,23729304.78
E08,FY2026,other,CNY/ZAR,outbound,66,32930757.88
E08,FY2026,other,EUR/ZAR,inbound,45,26709618.29
E08,FY2026,other,EUR/ZAR,outbound,42,27142578.59
E08,FY2026,other,GBP/ZAR,inbound,45,35843037.67
E08,FY2026,other,GBP/ZAR,outbound,50,18747511.32
E08,FY2026,other,USD/ZAR,inbound,40,23165311.24
E08,FY2026,other,USD/ZAR,outbound,48,40582304.65
E08,FY2026,trade,AED/ZAR,inbound,216,132942383.35
E08,FY2026,trade,AED/ZAR,outbound,257,109446949.78
E08,FY2026,trade,CNY/ZAR,inbound,206,109395354.86
E08,FY2026,trade,CNY/ZAR,outbound,222,115530847.48
E08,FY2026,trade,EUR/ZAR,inbound,203,130738838.75
E08,FY2026,trade,EUR/ZAR,outbound,230,141754867.88
E08,FY2026,trade,GBP/ZAR,inbound,219,104115997.44
E08,FY2026,trade,GBP/ZAR,outbound,220,121094333.57000001
E08,FY2026,trade,USD/ZAR,inbound,193,111368301.49
E08,FY2026,trade,USD/ZAR,outbound,252,144867347.43
E09,FY2024,intercompany,AED/ZAR,inbound,215,122461723.03
E09,FY2024,intercompany,AED/ZAR,outbound,242,153917249.72
E09,FY2024,intercompany,CNY/ZAR,inbound,212,122472536.79
E09,FY2024,intercompany,CNY/ZAR,outbound,218,144538873.63
E09,FY2024,intercompany,EUR/ZAR,inbound,219,142931453.67
E09,FY2024,intercompany,EUR/ZAR,outbound,237,172055543.13
E09,FY2024,intercompany,GBP/ZAR,inbound,219,151740358.12
E09,FY2024,intercompany,GBP/ZAR,outbound,240,147966378.2
E09,FY2024,intercompany,USD/ZAR,inbound,231,159595509.75
E09,FY2024,intercompany,USD/ZAR,outbound,228,155941352.77
E09,FY2024,other,AED/ZAR,inbound,45,43972624.02
E09,FY2024,other,AED/ZAR,outbound,57,34349220.53
E09,FY2024,other,CNY/ZAR,inbound,58,35941118.480000004
E09,FY2024,other,CNY/ZAR,outbound,51,29175787.419999998
E09,FY2024,other,EUR/ZAR,inbound,46,24218524.6
E09,FY2024,other,EUR/ZAR,outbound,51,25933419.69
E09,FY2024,other,GBP/ZAR,inbound,57,45984552.32
E09,FY2024,other,GBP/ZAR,outbound,45,22944028.43
E09,FY2024,other,USD/ZAR,inbound,39,29532551.09
E09,FY2024,other,USD/ZAR,outbound,56,33738183.01
E09,FY2024,trade,AED/ZAR,inbound,205,122622874.21000001
E09,FY2024,trade,AED/ZAR,outbound,236,149195941.12
E09,FY2024,trade,CNY/ZAR,inbound,249,167080815.14000002
E09,FY2024,trade,CNY/ZAR,outbound,249,137005013.93
E09,FY2024,trade,EUR/ZAR,inbound,239,160173230.74
E09,FY2024,trade,EUR/ZAR,outbound,218,146180375.65
E09,FY2024,trade,GBP/ZAR,inbound,232,162714833.64
E09,FY2024,trade,GBP/ZAR,outbound,238,143625186.99
E09,FY2024,trade,USD/ZAR,inbound,223,132648889.89
E09,FY2024,trade,USD/ZAR,outbound,259,185342161.35
E09,FY2025,intercompany,AED/ZAR,inbound,232,133016672.95
E09,FY2025,intercompany,AED/ZAR,outbound,258,158703377.14000002
E09,FY2025,intercompany,CNY/ZAR,inbound,259,164205299.99
E09,FY2025,intercompany,CNY/ZAR,outbound,264,139258234.73
E09,FY2025,intercompany,EUR/ZAR,inbound,240,204740799.42
E09,FY2025,intercompany,EUR/ZAR,outbound,251,151788065.88
E09,FY2025,intercompany,GBP/ZAR,inbound,226,154960013.04
E09,FY2025,intercompany,GBP/ZAR,outbound,267,171891213.7
E09,FY2025,intercompany,USD/ZAR,inbound,227,184582706.45
E09,FY2025,intercompany,USD/ZAR,outbound,262,195293008.15
E09,FY2025,other,AED/ZAR,inbound,54,41440979.75
E09,FY2025,other,AED/ZAR,outbound,52,26550320.4
E09,FY2025,other,CNY/ZAR,inbound,38,18963076.810000002
E09,FY2025,other,CNY/ZAR,outbound,52,32155826.94
E09,FY2025,other,EUR/ZAR,inbound,44,19285819.11
E09,FY2025,other,EUR/ZAR,outbound,56,27401552.25
E09,FY2025,other,GBP/ZAR,inbound,54,50784749.95
E09,FY2025,other,GBP/ZAR,outbound,57,29816613.7
E09,FY2025,other,USD/ZAR,inbound,70,36948557.14
E09,FY2025,other,USD/ZAR,outbound,44,24445887.3
E09,FY2025,trade,AED/ZAR,inbound,259,159659831.41
E09,FY2025,trade,AED/ZAR,outbound,247,157088229.83
E09,FY2025,trade,CNY/ZAR,inbound,223,134168512.64
E09,FY2025,trade,CNY/ZAR,outbound,256,162645971.93
E09,FY2025,trade,EUR/ZAR,inbound,250,152345157.06
E09,FY2025,trade,EUR/ZAR,outbound,263,143208423.83
E09,FY2025,trade,GBP/ZAR,inbound,260,157964911.26
E09,FY2025,trade,GBP/ZAR,outbound,234,150371499.25
E09,FY2025,trade,USD/ZAR,inbound,234,125972955.58
E09,FY2025,trade,USD/ZAR,outbound,278,148219574.71
E09,FY2026,intercompany,AED/ZAR,inbound,222,123937688.25
E09,FY2026,intercompany,AED/ZAR,outbound,238,161200697.4
E09,FY2026,intercompany,CNY/ZAR,inbound,217,141944239.18
E09,FY2026,intercompany,CNY/ZAR,outbound,233,156054386.0
E09,FY2026,intercompany,EUR/ZAR,inbound,226,124873513.75
E09,FY2026,intercompany,EUR/ZAR,outbound,262,173188648.56
E09,FY2026,intercompany,GBP/ZAR,inbound,222,125316094.56
E09,FY2026,intercompany,GBP/ZAR,outbound,241,177083755.91
E09,FY2026,intercompany,USD/ZAR,inbound,227,183662870.99
E09,FY2026,intercompany,USD/ZAR,outbound,236,172599607.04
E09,FY2026,other,AED/ZAR,inbound,40,24802018.25
E09,FY2026,other,AED/ZAR,outbound,42,16322241.86
E09,FY2026,other,CNY/ZAR,inbound,52,42893951.61
E09,FY2026,other,CNY/ZAR,outbound,61,44990215.06
E09,FY2026,other,EUR/ZAR,inbound,42,24341311.06
E09,FY2026,other,EUR/ZAR,outbound,38,30633134.63
E09,FY2026,other,GBP/ZAR,inbound,53,30932975.41
E09,FY2026,other,GBP/ZAR,outbound,57,26469454.34
E09,FY2026,other,USD/ZAR,inbound,43,25944950.689999998
E09,FY2026,other,USD/ZAR,outbound,55,40878451.910000004
E09,FY2026,trade,AED/ZAR,inbound,211,160591884.2
E09,FY2026,trade,AED/ZAR,outbound,225,153888519.93
E09,FY2026,trade,CNY/ZAR,inbound,216,133320113.61
E09,FY2026,trade,CNY/ZAR,outbound,263,167016663.38
E09,FY2026,trade,EUR/ZAR,inbound,242,149352229.58
E09,FY2026,trade,EUR/ZAR,outbound,251,148717420.32
E09,FY2026,trade,GBP/ZAR,inbound,223,131009039.48
E09,FY2026,trade,GBP/ZAR,outbound,270,178209453.1
E09,FY2026,trade,USD/ZAR,inbound,235,142877740.15
E09,FY2026,trade,USD/ZAR,outbound,238,143164540.58
E10,FY2024,intercompany,AED/ZAR,inbound,277,161184571.32
E10,FY2024,intercompany,AED/ZAR,outbound,308,181353923.94
E10,FY2024,intercompany,CNY/ZAR,inbound,258,194972505.01
E10,FY2024,intercompany,CNY/ZAR,outbound,291,178587559.42
E10,FY2024,intercompany,EUR/ZAR,inbound,266,172134073.75
E10,FY2024,intercompany,EUR/ZAR,outbound,272,161798955.11
E10,FY2024,intercompany,GBP/ZAR,inbound,281,164862415.59
E10,FY2024,intercompany,GBP/ZAR,outbound,310,178290450.5
E10,FY2024,intercompany,USD/ZAR,inbound,283,173702877.3
E10,FY2024,intercompany,USD/ZAR,outbound,307,163600336.09
E10,FY2024,other,AED/ZAR,inbound,65,30374418.52
E10,FY2024,other,AED/ZAR,outbound,54,36071274.3
E10,FY2024,other,CNY/ZAR,inbound,61,27327199.91
E10,FY2024,other,CNY/ZAR,outbound,66,40463081.96
E10,FY2024,other,EUR/ZAR,inbound,57,30663092.16
E10,FY2024,other,EUR/ZAR,outbound,63,32597858.3
E10,FY2024,other,GBP/ZAR,inbound,64,47253315.21
E10,FY2024,other,GBP/ZAR,outbound,56,27082963.52
E10,FY2024,other,USD/ZAR,inbound,61,47478215.9
E10,FY2024,other,USD/ZAR,outbound,66,33441784.11
E10,FY2024,trade,AED/ZAR,inbound,290,181153938.60999998
E10,FY2024,trade,AED/ZAR,outbound,282,204885192.2
E10,FY2024,trade,CNY/ZAR,inbound,302,214097020.54
E10,FY2024,trade,CNY/ZAR,outbound,294,186331649.59
E10,FY2024,trade,EUR/ZAR,inbound,279,217063629.57
E10,FY2024,trade,EUR/ZAR,outbound,274,168657890.25
E10,FY2024,trade,GBP/ZAR,inbound,277,162333271.81
E10,FY2024,trade,GBP/ZAR,outbound,289,182199343.38
E10,FY2024,trade,USD/ZAR,inbound,240,141603748.88
E10,FY2024,trade,USD/ZAR,outbound,308,223159316.28
E10,FY2025,intercompany,AED/ZAR,inbound,353,243558491.78
E10,FY2025,intercompany,AED/ZAR,outbound,401,199763937.66
E10,FY2025,intercompany,CNY/ZAR,inbound,379,249322466.27
E10,FY2025,intercompany,CNY/ZAR,outbound,349,214473369.81
E10,FY2025,intercompany,EUR/ZAR,inbound,356,257899184.54
E10,FY2025,intercompany,EUR/ZAR,outbound,435,267260050.59
E10,FY2025,intercompany,GBP/ZAR,inbound,364,241508491.51
E10,FY2025,intercompany,GBP/ZAR,outbound,405,266937487.07
E10,FY2025,intercompany,USD/ZAR,inbound,364,192162185.09
E10,FY2025,intercompany,USD/ZAR,outbound,399,254705351.91
E10,FY2025,other,AED/ZAR,inbound,83,36590011.97
E10,FY2025,other,AED/ZAR,outbound,78,34338896.91
E10,FY2025,other,CNY/ZAR,inbound,87,56155920.26
E10,FY2025,other,CNY/ZAR,outbound,91,58924995.3
E10,FY2025,other,EUR/ZAR,inbound,81,44257467.9
E10,FY2025,other,EUR/ZAR,outbound,78,45301106.04
E10,FY2025,other,GBP/ZAR,inbound,71,29772642.02
E10,FY2025,other,GBP/ZAR,outbound,86,65628179.21
E10,FY2025,other,USD/ZAR,inbound,84,40168730.05
E10,FY2025,other,USD/ZAR,outbound,101,67237357.93
E10,FY2025,trade,AED/ZAR,inbound,355,195054126.66
E10,FY2025,trade,AED/ZAR,outbound,393,216360658.09
E10,FY2025,trade,CNY/ZAR,inbound,370,249825135.89
E10,FY2025,trade,CNY/ZAR,outbound,404,238992953.07
E10,FY2025,trade,EUR/ZAR,inbound,354,204112981.73
E10,FY2025,trade,EUR/ZAR,outbound,355,262829834.72
E10,FY2025,trade,GBP/ZAR,inbound,373,249358872.16
