entity_id,fiscal_year,counterparty_country,direction,txn_count,value_zar,dataset
E09,FY2025,Botswana,outbound,182,135297553.09,cross_border_payments
E09,FY2025,Brazil,inbound,116,64795041.79,cross_border_payments
E09,FY2025,Brazil,outbound,120,65305864.76,cross_border_payments
E09,FY2025,China,inbound,116,58220821.64,cross_border_payments
E09,FY2025,China,outbound,111,51512740.3,cross_border_payments
E09,FY2025,Eswatini,inbound,156,79629077.16,cross_border_payments
E09,FY2025,Eswatini,outbound,180,112999713.84,cross_border_payments
E09,FY2025,Germany,inbound,134,73772391.26,cross_border_payments
E09,FY2025,Germany,outbound,117,55978614.57,cross_border_payments
E09,FY2025,Ghana,inbound,192,122394228.88,cross_border_payments
E09,FY2025,Ghana,outbound,214,113740486.03,cross_border_payments
E09,FY2025,India,inbound,120,68400601.91,cross_border_payments
E09,FY2025,India,outbound,118,79842740.48,cross_border_payments
E09,FY2025,Japan,inbound,96,40912135.7,cross_border_payments
E09,FY2025,Japan,outbound,131,75678710.33,cross_border_payments
E09,FY2025,Kenya,inbound,27,13367324.43,cross_border_payments
E09,FY2025,Kenya,outbound,35,16966372.15,cross_border_payments
E09,FY2025,Lesotho,inbound,154,133236561.61,cross_border_payments
E09,FY2025,Lesotho,outbound,157,105025392.15,cross_border_payments
E09,FY2025,Malawi,inbound,172,141333403.2,cross_border_payments
E09,FY2025,Malawi,outbound,186,129645192.95,cross_border_payments
E09,FY2025,Mozambique,inbound,164,138088491.78,cross_border_payments
E09,FY2025,Mozambique,outbound,175,93702109.78,cross_border_payments
E09,FY2025,Namibia,inbound,160,129687737.76,cross_border_payments
E09,FY2025,Namibia,outbound,171,105083459.28999999,cross_border_payments
E09,FY2025,Netherlands,inbound,101,58509432.58,cross_border_payments
E09,FY2025,Netherlands,outbound,115,69521369.91,cross_border_payments
E09,FY2025,Nigeria,inbound,26,16509655.93,cross_border_payments
E09,FY2025,Nigeria,outbound,25,21979005.14,cross_border_payments
E09,FY2025,Switzerland,inbound,108,55523560.94,cross_border_payments
E09,FY2025,Switzerland,outbound,128,87221219.05,cross_border_payments
E09,FY2025,United Arab Emirates,inbound,100,76175679.61,cross_border_payments
E09,FY2025,United Arab Emirates,outbound,105,59133739.77,cross_border_payments
E09,FY2025,United Kingdom,inbound,124,89109199.72,cross_border_payments
E09,FY2025,United Kingdom,outbound,109,62156228.56,cross_border_payments
E09,FY2025,United States,inbound,103,74861797.56,cross_border_payments
E09,FY2025,United States,outbound,93,49326086.62,cross_border_payments
E09,FY2025,Unknown,inbound,36,18867596.01,cross_border_payments
E09,FY2025,Unknown,outbound,34,19644798.06,cross_border_payments
E09,FY2025,Zambia,inbound,158,94583840.71,cross_border_payments
E09,FY2025,Zambia,outbound,170,92791001.9,cross_border_payments
E09,FY2026,Angola,inbound,160,94906376.58,cross_border_payments
E09,FY2026,Angola,outbound,141,97313545.87,cross_border_payments
E09,FY2026,Botswana,inbound,156,83225842.31,cross_border_payments
E09,FY2026,Botswana,outbound,151,108406152.52,cross_border_payments
E09,FY2026,Brazil,inbound,107,59486932.38,cross_border_payments
E09,FY2026,Brazil,outbound,106,65489326.82,cross_border_payments
E09,FY2026,China,inbound,94,54348320.78,cross_border_payments
E09,FY2026,China,outbound,126,69123389.32000001,cross_border_payments
E09,FY2026,Eswatini,inbound,167,98640723.2,cross_border_payments
E09,FY2026,Eswatini,outbound,172,129646680.51,cross_border_payments
E09,FY2026,Germany,inbound,100,60080626.08,cross_border_payments
E09,FY2026,Germany,outbound,108,78623022.83,cross_border_payments
E09,FY2026,Ghana,inbound,169,104168620.46,cross_border_payments
E09,FY2026,Ghana,outbound,225,134656528.07,cross_border_payments
E09,FY2026,India,inbound,95,59791619.31,cross_border_payments
E09,FY2026,India,outbound,121,77497589.94,cross_border_payments
E09,FY2026,Japan,inbound,96,83921630.67,cross_border_payments
E09,FY2026,Japan,outbound,117,58690968.63,cross_border_payments
E09,FY2026,Kenya,inbound,27,13181497.55,cross_border_payments
E09,FY2026,Kenya,outbound,31,29209748.73,cross_border_payments
E09,FY2026,Lesotho,inbound,148,85695447.34,cross_border_payments
E09,FY2026,Lesotho,outbound,193,142475624.04,cross_border_payments
E09,FY2026,Malawi,inbound,139,117364401.0,cross_border_payments
E09,FY2026,Malawi,outbound,163,93040975.74,cross_border_payments
E09,FY2026,Mozambique,inbound,156,91275673.65,cross_border_payments
E09,FY2026,Mozambique,outbound,165,116624033.71000001,cross_border_payments
E09,FY2026,Namibia,inbound,142,119510794.38,cross_border_payments
E09,FY2026,Namibia,outbound,153,99356460.63,cross_border_payments
E09,FY2026,Netherlands,inbound,103,59263541.79,cross_border_payments
E09,FY2026,Netherlands,outbound,112,75121038.54,cross_border_payments
E09,FY2026,Nigeria,inbound,19,16547476.49,cross_border_payments
E09,FY2026,Nigeria,outbound,38,37140553.05,cross_border_payments
E09,FY2026,Switzerland,inbound,120,67767015.88,cross_border_payments
E09,FY2026,Switzerland,outbound,109,72106334.14,cross_border_payments
E09,FY2026,United Arab Emirates,inbound,99,55695413.72,cross_border_payments
E09,FY2026,United Arab Emirates,outbound,105,67361509.47,cross_border_payments
E09,FY2026,United Kingdom,inbound,99,71852969.01,cross_border_payments
E09,FY2026,United Kingdom,outbound,88,69545819.71,cross_border_payments
E09,FY2026,United States,inbound,98,58582518.07,cross_border_payments
E09,FY2026,United States,outbound,103,63116556.14,cross_border_payments
E09,FY2026,Unknown,inbound,42,22859781.31,cross_border_payments
E09,FY2026,Unknown,outbound,33,13941986.52,cross_border_payments
E09,FY2026,Zambia,inbound,135,87633398.81,cross_border_payments
E09,FY2026,Zambia,outbound,150,91929345.09,cross_border_payments
E10,FY2024,Botswana,inbound,785,505848630.51,cross_border_payments
E10,FY2024,Botswana,outbound,855,474588339.52,cross_border_payments
E10,FY2024,Brazil,inbound,113,62556518.64,cross_border_payments
E10,FY2024,Brazil,outbound,128,79308954.21,cross_border_payments
E10,FY2024,China,inbound,102,70656099.89,cross_border_payments
E10,FY2024,China,outbound,141,84917804.65,cross_border_payments
E10,FY2024,Germany,inbound,121,82117044.88,cross_border_payments
E10,FY2024,Germany,outbound,143,115130325.8,cross_border_payments
E10,FY2024,Ghana,inbound,83,67506580.44,cross_border_payments
E10,FY2024,Ghana,outbound,61,41924464.7,cross_border_payments
E10,FY2024,India,inbound,127,78646743.95,cross_border_payments
E10,FY2024,India,outbound,139,71055984.52,cross_border_payments
E10,FY2024,Japan,inbound,138,77598122.97,cross_border_payments
E10,FY2024,Japan,outbound,114,72618842.66,cross_border_payments
E10,FY2024,Kenya,inbound,89,51281800.06,cross_border_payments
E10,FY2024,Kenya,outbound,76,56741261.74,cross_border_payments
E10,FY2024,Netherlands,inbound,139,92984431.66,cross_border_payments
E10,FY2024,Netherlands,outbound,134,89811733.69,cross_border_payments
E10,FY2024,Nigeria,inbound,81,70697599.25,cross_border_payments
E10,FY2024,Nigeria,outbound,78,44755661.49,cross_border_payments
E10,FY2024,Switzerland,inbound,114,83108458.24,cross_border_payments
E10,FY2024,Switzerland,outbound,137,88311539.48,cross_border_payments
E10,FY2024,United Arab Emirates,inbound,109,66979114.57,cross_border_payments
E10,FY2024,United Arab Emirates,outbound,149,88922928.8,cross_border_payments
E10,FY2024,United Kingdom,inbound,136,85777573.59,cross_border_payments
E10,FY2024,United Kingdom,outbound,136,90073173.75,cross_border_payments
E10,FY2024,United States,inbound,136,67718856.15,cross_border_payments
E10,FY2024,United States,outbound,128,73615654.13,cross_border_payments
E10,FY2024,Unknown,inbound,36,24557975.2,cross_border_payments
E10,FY2024,Unknown,outbound,53,45265198.68,cross_border_payments
E10,FY2024,Zambia,inbound,752,478168744.08,cross_border_payments
E10,FY2024,Zambia,outbound,768,481479711.13,cross_border_payments
E10,FY2025,Botswana,inbound,1020,657547150.78,cross_border_payments
E10,FY2025,Botswana,outbound,1093,689817879.25,cross_border_payments
E10,FY2025,Brazil,inbound,174,93628200.81,cross_border_payments
E10,FY2025,Brazil,outbound,183,120049065.62,cross_border_payments
E10,FY2025,China,inbound,180,131480333.2,cross_border_payments
E10,FY2025,China,outbound,171,89884958.12,cross_border_payments
E10,FY2025,Germany,inbound,157,73138293.85,cross_border_payments
E10,FY2025,Germany,outbound,173,119927829.17999999,cross_border_payments
E10,FY2025,Ghana,inbound,114,81982377.26,cross_border_payments
E10,FY2025,Ghana,outbound,109,59277540.18,cross_border_payments
E10,FY2025,India,inbound,146,93547612.8,cross_border_payments
E10,FY2025,India,outbound,176,108072240.55,cross_border_payments
E10,FY2025,Japan,inbound,167,96939517.64,cross_border_payments
E10,FY2025,Japan,outbound,173,144124516.24,cross_border_payments
E10,FY2025,Kenya,inbound,100,63471497.9,cross_border_payments
E10,FY2025,Kenya,outbound,117,73447999.04,cross_border_payments
E10,FY2025,Netherlands,inbound,160,89587061.84,cross_border_payments
E10,FY2025,Netherlands,outbound,154,104492421.39,cross_border_payments
E10,FY2025,Nigeria,inbound,122,63051425.41,cross_border_payments
E10,FY2025,Nigeria,outbound,105,53083751.33,cross_border_payments
E10,FY2025,Switzerland,inbound,170,100428786.0,cross_border_payments
E10,FY2025,Switzerland,outbound,166,98300193.87,cross_border_payments
E10,FY2025,United Arab Emirates,inbound,142,98949127.12,cross_border_payments
E10,FY2025,United Arab Emirates,outbound,187,129503448.25,cross_border_payments
E10,FY2025,United Kingdom,inbound,174,97631840.75,cross_border_payments
E10,FY2025,United Kingdom,outbound,167,129778743.53,cross_border_payments
E10,FY2025,United States,inbound,153,95812270.51,cross_border_payments
E10,FY2025,United States,outbound,162,79897008.64,cross_border_payments
E10,FY2025,Unknown,inbound,64,36795163.2,cross_border_payments
E10,FY2025,Unknown,outbound,54,39319524.47,cross_border_payments
E10,FY2025,Zambia,inbound,976,627245686.62,cross_border_payments
E10,FY2025,Zambia,outbound,1118,641093851.78,cross_border_payments
E10,FY2026,Botswana,inbound,1214,747165763.18,cross_border_payments
E10,FY2026,Botswana,outbound,1289,849472846.59,cross_border_payments
E10,FY2026,Brazil,inbound,188,113454106.5,cross_border_payments
E10,FY2026,Brazil,outbound,208,137805747.73,cross_border_payments
E10,FY2026,China,inbound,191,124824605.2,cross_border_payments
E10,FY2026,China,outbound,197,158521788.48,cross_border_payments
E10,FY2026,Germany,inbound,200,108646670.54,cross_border_payments
E10,FY2026,Germany,outbound,191,109395584.24,cross_border_payments
E10,FY2026,Ghana,inbound,113,58834038.43,cross_border_payments
E10,FY2026,Ghana,outbound,135,74810123.2,cross_border_payments
E10,FY2026,India,inbound,197,115962391.71,cross_border_payments
E10,FY2026,India,outbound,193,127291774.74,cross_border_payments
E10,FY2026,Japan,inbound,185,99641648.45,cross_border_payments
E10,FY2026,Japan,outbound,207,127451747.87,cross_border_payments
E10,FY2026,Kenya,inbound,134,87317181.59,cross_border_payments
E10,FY2026,Kenya,outbound,126,69600738.56,cross_border_payments
E10,FY2026,Netherlands,inbound,174,118326495.14,cross_border_payments
E10,FY2026,Netherlands,outbound,193,114547837.32000001,cross_border_payments
E10,FY2026,Nigeria,inbound,116,99654793.63,cross_border_payments
E10,FY2026,Nigeria,outbound,158,85416337.81,cross_border_payments
E10,FY2026,Switzerland,inbound,228,139327020.85,cross_border_payments
E10,FY2026,Switzerland,outbound,214,121396706.85,cross_border_payments
E10,FY2026,United Arab Emirates,inbound,216,131184500.22,cross_border_payments
E10,FY2026,United Arab Emirates,outbound,221,122342914.21,cross_border_payments
E10,FY2026,United Kingdom,inbound,189,109037845.37,cross_border_payments
E10,FY2026,United Kingdom,outbound,215,118690654.01,cross_border_payments
E10,FY2026,United States,inbound,196,123317638.1,cross_border_payments
E10,FY2026,United States,outbound,182,98898204.84,cross_border_payments
E10,FY2026,Unknown,inbound,85,44091402.48,cross_border_payments
E10,FY2026,Unknown,outbound,71,51061787.93,cross_border_payments
E10,FY2026,Zambia,inbound,1145,741104505.7,cross_border_payments
E10,FY2026,Zambia,outbound,1241,837005752.8,cross_border_payments
E11,FY2024,Angola,inbound,450,194592719.06,cross_border_payments
E11,FY2024,Angola,outbound,491,242675990.69,cross_border_payments
E11,FY2024,Botswana,inbound,470,220066928.99,cross_border_payments
E11,FY2024,Botswana,outbound,488,255902496.04,cross_border_payments
E11,FY2024,Brazil,inbound,259,108493179.74,cross_border_payments
E11,FY2024,Brazil,outbound,297,122074851.34,cross_border_payments
E11,FY2024,China,inbound,264,107522510.41,cross_border_payments
E11,FY2024,China,outbound,306,119802992.99,cross_border_payments
E11,FY2024,Eswatini,inbound,462,245610948.16,cross_border_payments
E11,FY2024,Eswatini,outbound,497,211095918.7,cross_border_payments
E11,FY2024,Germany,inbound,287,147166684.13,cross_border_payments
E11,FY2024,Germany,outbound,279,102212084.05,cross_border_payments
E11,FY2024,Ghana,inbound,81,27597335.37,cross_border_payments
E11,FY2024,Ghana,outbound,89,38671098.82,cross_border_payments
E11,FY2024,India,inbound,291,147066936.29,cross_border_payments
E11,FY2024,India,outbound,298,130047123.57,cross_border_payments
E11,FY2024,Japan,inbound,291,114599591.67999999,cross_border_payments
E11,FY2024,Japan,outbound,285,140356561.89,cross_border_payments
E11,FY2024,Kenya,inbound,75,28298619.99,cross_border_payments
E11,FY2024,Kenya,outbound,89,43774136.91,cross_border_payments
E11,FY2024,Lesotho,inbound,439,193442053.65,cross_border_payments
E11,FY2024,Lesotho,outbound,478,213490797.65,cross_border_payments
E11,FY2024,Malawi,inbound,420,182270791.89000002,cross_border_payments
E11,FY2024,Malawi,outbound,499,275928136.38,cross_border_payments
E11,FY2024,Mozambique,inbound,481,200873547.8,cross_border_payments
E11,FY2024,Mozambique,outbound,467,220990541.07,cross_border_payments
E11,FY2024,Namibia,inbound,469,237362433.33,cross_border_payments
E11,FY2024,Namibia,outbound,492,210880952.74,cross_border_payments
E11,FY2024,Netherlands,inbound,240,132798382.02,cross_border_payments
E11,FY2024,Netherlands,outbound,317,140116207.08,cross_border_payments
E11,FY2024,Nigeria,inbound,92,40865668.32,cross_border_payments
E11,FY2024,Nigeria,outbound,82,48224280.22,cross_border_payments
E11,FY2024,Switzerland,inbound,279,115360580.42,cross_border_payments
E11,FY2024,Switzerland,outbound,274,122757742.62,cross_border_payments
E11,FY2024,United Arab Emirates,inbound,277,115613679.42,cross_border_payments
E11,FY2024,United Arab Emirates,outbound,309,150861974.94,cross_border_payments
E11,FY2024,United Kingdom,inbound,295,134364654.44,cross_border_payments
E11,FY2024,United Kingdom,outbound,281,110627137.14,cross_border_payments
E11,FY2024,United States,inbound,259,114093287.53,cross_border_payments
E11,FY2024,United States,outbound,292,126177118.47,cross_border_payments
E11,FY2024,Unknown,inbound,113,52281539.03,cross_border_payments
E11,FY2024,Unknown,outbound,110,57728788.56,cross_border_payments
E11,FY2024,Zambia,inbound,465,209983882.21,cross_border_payments
E11,FY2024,Zambia,outbound,496,212708988.4,cross_border_payments
E11,FY2025,Angola,inbound,513,233064983.08,cross_border_payments
E11,FY2025,Angola,outbound,490,224531817.56,cross_border_payments
E11,FY2025,Botswana,inbound,471,214533756.53,cross_border_payments
E11,FY2025,Botswana,outbound,496,228023375.48,cross_border_payments
E11,FY2025,Brazil,inbound,284,117656396.77,cross_border_payments
E11,FY2025,Brazil,outbound,304,182455060.39000002,cross_border_payments
E11,FY2025,China,inbound,297,147692845.1,cross_border_payments
E11,FY2025,China,outbound,291,136892932.37,cross_border_payments
E11,FY2025,Eswatini,inbound,438,220168204.02,cross_border_payments
E11,FY2025,Eswatini,outbound,538,230314097.62,cross_border_payments
E11,FY2025,Germany,inbound,275,146216375.97,cross_border_payments
E11,FY2025,Germany,outbound,304,138106485.21,cross_border_payments
E11,FY2025,Ghana,inbound,82,36317238.57,cross_border_payments
E11,FY2025,Ghana,outbound,93,39806939.67,cross_border_payments
E11,FY2025,India,inbound,278,111232668.59,cross_border_payments
E11,FY2025,India,outbound,283,118979296.28,cross_border_payments
E11,FY2025,Japan,inbound,298,152176218.71,cross_border_payments
E11,FY2025,Japan,outbound,323,163923692.93,cross_border_payments
E11,FY2025,Kenya,inbound,81,27942615.99,cross_border_payments
E11,FY2025,Kenya,outbound,102,41721272.63,cross_border_payments
E11,FY2025,Lesotho,inbound,463,240361553.66,cross_border_payments
E11,FY2025,Lesotho,outbound,541,276130853.31,cross_border_payments
E11,FY2025,Malawi,inbound,465,211626202.79,cross_border_payments
E11,FY2025,Malawi,outbound,553,301023322.68,cross_border_payments
E11,FY2025,Mozambique,inbound,489,272349634.29,cross_border_payments
E11,FY2025,Mozambique,outbound,557,242630580.55,cross_border_payments
E11,FY2025,Namibia,inbound,441,204890677.28,cross_border_payments
E11,FY2025,Namibia,outbound,514,244287825.33,cross_border_payments
E11,FY2025,Netherlands,inbound,277,140762449.48,cross_border_payments
E11,FY2025,Netherlands,outbound,345,151234184.8,cross_border_payments
E11,FY2025,Nigeria,inbound,90,54973422.98,cross_border_payments
E11,FY2025,Nigeria,outbound,89,31754291.51,cross_border_payments
E11,FY2025,Switzerland,inbound,283,125048099.38,cross_border_payments
E11,FY2025,Switzerland,outbound,305,160225545.64,cross_border_payments
E11,FY2025,United Arab Emirates,inbound,313,134155467.45,cross_border_payments
E11,FY2025,United Arab Emirates,outbound,329,146745326.13,cross_border_payments
E11,FY2025,United Kingdom,inbound,281,134083410.22,cross_border_payments
E11,FY2025,United Kingdom,outbound,305,149045339.06,cross_border_payments
E11,FY2025,United States,inbound,283,149196906.22,cross_border_payments
E11,FY2025,United States,outbound,312,134320281.68,cross_border_payments
E11,FY2025,Unknown,inbound,108,52814834.0,cross_border_payments
E11,FY2025,Unknown,outbound,131,56027784.64,cross_border_payments
E11,FY2025,Zambia,inbound,467,229079338.51,cross_border_payments
E11,FY2025,Zambia,outbound,519,216395464.62,cross_border_payments
E11,FY2026,Angola,inbound,441,186028523.08,cross_border_payments
E11,FY2026,Angola,outbound,525,251483621.26,cross_border_payments
E11,FY2026,Botswana,inbound,488,235480599.15,cross_border_payments
E11,FY2026,Botswana,outbound,493,237017015.62,cross_border_payments
E11,FY2026,Brazil,inbound,268,140461360.54,cross_border_payments
E11,FY2026,Brazil,outbound,315,126294632.31,cross_border_payments
E11,FY2026,China,inbound,262,124263179.11,cross_border_payments
E11,FY2026,China,outbound,286,137121362.05,cross_border_payments
E11,FY2026,Eswatini,inbound,478,196542567.59,cross_border_payments
E11,FY2026,Eswatini,outbound,486,225090326.99,cross_border_payments
E11,FY2026,Germany,inbound,297,133248414.86,cross_border_payments
E11,FY2026,Germany,outbound,314,186473222.28,cross_border_payments
E11,FY2026,Ghana,inbound,74,34698045.74,cross_border_payments
E11,FY2026,Ghana,outbound,92,43391801.57,cross_border_payments
E11,FY2026,India,inbound,244,114558493.55,cross_border_payments
E11,FY2026,India,outbound,273,146375571.02,cross_border_payments
E11,FY2026,Japan,inbound,275,101889779.51,cross_border_payments
E11,FY2026,Japan,outbound,302,131828957.65,cross_border_payments
E11,FY2026,Kenya,inbound,84,39970769.63,cross_border_payments
E11,FY2026,Kenya,outbound,88,49942104.769999996,cross_border_payments
E11,FY2026,Lesotho,inbound,455,204834735.27,cross_border_payments
E11,FY2026,Lesotho,outbound,534,265207434.98,cross_border_payments
E11,FY2026,Malawi,inbound,458,199605762.99,cross_border_payments
E11,FY2026,Malawi,outbound,505,225252875.98,cross_border_payments
E11,FY2026,Mozambique,inbound,476,203919979.56,cross_border_payments
E11,FY2026,Mozambique,outbound,495,211560276.15,cross_border_payments
E11,FY2026,Namibia,inbound,442,233185960.96,cross_border_payments
E11,FY2026,Namibia,outbound,506,231664363.6,cross_border_payments
E11,FY2026,Netherlands,inbound,280,141437944.22,cross_border_payments
E11,FY2026,Netherlands,outbound,302,129642565.55,cross_border_payments
E11,FY2026,Nigeria,inbound,79,39764463.07,cross_border_payments
E11,FY2026,Nigeria,outbound,86,53852735.52,cross_border_payments
E11,FY2026,Switzerland,inbound,282,123070826.9,cross_border_payments
E11,FY2026,Switzerland,outbound,301,147987272.51,cross_border_payments
E11,FY2026,United Arab Emirates,inbound,273,151575750.67,cross_border_payments
E11,FY2026,United Arab Emirates,outbound,326,150831742.7,cross_border_payments
E11,FY2026,United Kingdom,inbound,234,107422632.44,cross_border_payments
E11,FY2026,United Kingdom,outbound,340,131202971.01,cross_border_payments
E11,FY2026,United States,inbound,274,112238511.5,cross_border_payments
E11,FY2026,United States,outbound,325,148678469.24,cross_border_payments
E11,FY2026,Unknown,inbound,100,47386622.519999996,cross_border_payments
E11,FY2026,Unknown,outbound,110,44046161.3,cross_border_payments
E11,FY2026,Zambia,inbound,442,250204339.98,cross_border_payments
E11,FY2026,Zambia,outbound,492,258785393.02,cross_border_payments
E12,FY2024,Botswana,inbound,153,68965655.54,cross_border_payments
E12,FY2024,Botswana,outbound,173,82413283.86,cross_border_payments
E12,FY2024,Brazil,inbound,59,28722163.05,cross_border_payments
E12,FY2024,Brazil,outbound,56,20509189.47,cross_border_payments
E12,FY2024,China,inbound,48,29314013.62,cross_border_payments
E12,FY2024,China,outbound,57,23174742.84,cross_border_payments
E12,FY2024,Eswatini,inbound,157,49974884.35,cross_border_payments
E12,FY2024,Eswatini,outbound,172,58488043.46,cross_border_payments
E12,FY2024,Germany,inbound,47,18359720.72,cross_border_payments
E12,FY2024,Germany,outbound,52,20902951.95,cross_border_payments
E12,FY2024,Ghana,inbound,18,11578977.99,cross_border_payments
E12,FY2024,Ghana,outbound,25,7811425.25,cross_border_payments
E12,FY2024,India,inbound,55,13378122.22,cross_border_payments
E12,FY2024,India,outbound,71,22007035.21,cross_border_payments
E12,FY2024,Japan,inbound,51,19027186.48,cross_border_payments
E12,FY2024,Japan,outbound,50,13550893.06,cross_border_payments
E12,FY2024,Kenya,inbound,22,11036076.16,cross_border_payments
E12,FY2024,Kenya,outbound,34,13418733.030000001,cross_border_payments
E12,FY2024,Lesotho,inbound,158,66078865.76,cross_border_payments
E12,FY2024,Lesotho,outbound,166,57573781.019999996,cross_border_payments
E12,FY2024,Namibia,inbound,166,73216204.65,cross_border_payments
E12,FY2024,Namibia,outbound,198,72796816.59,cross_border_payments
E12,FY2024,Netherlands,inbound,43,21310606.72,cross_border_payments
E12,FY2024,Netherlands,outbound,52,20399606.16,cross_border_payments
E12,FY2024,Nigeria,inbound,22,5133676.3,cross_border_payments
E12,FY2024,Nigeria,outbound,25,11421296.36,cross_border_payments
E12,FY2024,Switzerland,inbound,68,30550136.25,cross_border_payments
E12,FY2024,Switzerland,outbound,52,14601187.690000001,cross_border_payments
E12,FY2024,United Arab Emirates,inbound,51,15666065.72,cross_border_payments
E12,FY2024,United Arab Emirates,outbound,53,18509927.44,cross_border_payments
E12,FY2024,United Kingdom,inbound,58,21543878.01,cross_border_payments
E12,FY2024,United Kingdom,outbound,53,14882198.2,cross_border_payments
E12,FY2024,United States,inbound,49,15060539.68,cross_border_payments
E12,FY2024,United States,outbound,56,23454235.94,cross_border_payments
E12,FY2024,Unknown,inbound,19,7866210.279999999,cross_border_payments
E12,FY2024,Unknown,outbound,25,10460331.71,cross_border_payments
E12,FY2025,Botswana,inbound,147,53622906.07,cross_border_payments
E12,FY2025,Botswana,outbound,159,54572897.28,cross_border_payments
E12,FY2025,Brazil,inbound,55,21739260.75,cross_border_payments
E12,FY2025,Brazil,outbound,52,24144489.18,cross_border_payments
E12,FY2025,China,inbound,54,32306207.09,cross_border_payments
E12,FY2025,China,outbound,57,30811259.67,cross_border_payments
E12,FY2025,Eswatini,inbound,156,70712820.78,cross_border_payments
E12,FY2025,Eswatini,outbound,168,62733988.39,cross_border_payments
E12,FY2025,Germany,inbound,58,23273760.79,cross_border_payments
E12,FY2025,Germany,outbound,64,22205753.5,cross_border_payments
E12,FY2025,Ghana,inbound,23,8670158.08,cross_border_payments
E12,FY2025,Ghana,outbound,39,13584446.5,cross_border_payments
E12,FY2025,India,inbound,49,18283740.509999998,cross_border_payments
E12,FY2025,India,outbound,74,35148572.17,cross_border_payments
E12,FY2025,Japan,inbound,54,18191606.64,cross_border_payments
E12,FY2025,Japan,outbound,65,18516604.76,cross_border_payments
E12,FY2025,Kenya,inbound,25,11686474.31,cross_border_payments
E12,FY2025,Kenya,outbound,19,8352058.87,cross_border_payments
E12,FY2025,Lesotho,inbound,161,62345570.86,cross_border_payments
E12,FY2025,Lesotho,outbound,158,74293077.11,cross_border_payments
E12,FY2025,Namibia,inbound,167,71441597.61,cross_border_payments
E12,FY2025,Namibia,outbound,168,52287210.79,cross_border_payments
E12,FY2025,Netherlands,inbound,65,21260794.87,cross_border_payments
E12,FY2025,Netherlands,outbound,61,20193492.12,cross_border_payments
E12,FY2025,Nigeria,inbound,23,10202399.17,cross_border_payments
E12,FY2025,Nigeria,outbound,25,6810212.53,cross_border_payments
E12,FY2025,Switzerland,inbound,47,12854002.99,cross_border_payments
E12,FY2025,Switzerland,outbound,56,27086530.4,cross_border_payments
E12,FY2025,United Arab Emirates,inbound,55,19075185.65,cross_border_payments
E12,FY2025,United Arab Emirates,outbound,62,22463061.62,cross_border_payments
E12,FY2025,United Kingdom,inbound,52,21584214.08,cross_border_payments
E12,FY2025,United Kingdom,outbound,56,19796575.76,cross_border_payments
E12,FY2025,United States,inbound,41,11230254.620000001,cross_border_payments
E12,FY2025,United States,outbound,53,18784208.23,cross_border_payments
E12,FY2025,Unknown,inbound,19,6351465.52,cross_border_payments
E12,FY2025,Unknown,outbound,18,6267014.96,cross_border_payments
E12,FY2026,Botswana,inbound,167,53373799.92,cross_border_payments
E12,FY2026,Botswana,outbound,194,78151201.01,cross_border_payments
E12,FY2026,Brazil,inbound,55,19918984.87,cross_border_payments
E12,FY2026,Brazil,outbound,53,21760627.61,cross_border_payments
E12,FY2026,China,inbound,52,16846550.43,cross_border_payments
E12,FY2026,China,outbound,54,22570409.5,cross_border_payments
E12,FY2026,Eswatini,inbound,189,75216791.26,cross_border_payments
E12,FY2026,Eswatini,outbound,164,61384214.22,cross_border_payments
E12,FY2026,Germany,inbound,38,14222968.92,cross_border_payments
E12,FY2026,Germany,outbound,56,24612129.21,cross_border_payments
E12,FY2026,Ghana,inbound,16,7056042.3,cross_border_payments
E12,FY2026,Ghana,outbound,14,4527963.5,cross_border_payments
E12,FY2026,India,inbound,59,21265038.98,cross_border_payments
E12,FY2026,India,outbound,44,23882935.86,cross_border_payments
E12,FY2026,Japan,inbound,65,25979632.25,cross_border_payments
E12,FY2026,Japan,outbound,56,19488868.27,cross_border_payments
E12,FY2026,Kenya,inbound,25,10849868.56,cross_border_payments
E12,FY2026,Kenya,outbound,16,4649507.36,cross_border_payments
E12,FY2026,Lesotho,inbound,148,59700842.85,cross_border_payments
E12,FY2026,Lesotho,outbound,187,94007480.97,cross_border_payments
E12,FY2026,Namibia,inbound,176,65314727.38,cross_border_payments
E12,FY2026,Namibia,outbound,155,59362640.31,cross_border_payments
E12,FY2026,Netherlands,inbound,50,19490492.63,cross_border_payments
E12,FY2026,Netherlands,outbound,41,14155987.42,cross_border_payments
E12,FY2026,Nigeria,inbound,18,6768010.03,cross_border_payments
E12,FY2026,Nigeria,outbound,30,10169896.82,cross_border_payments
E12,FY2026,Switzerland,inbound,57,26334200.8,cross_border_payments
E12,FY2026,Switzerland,outbound,56,21171398.84,cross_border_payments
E12,FY2026,United Arab Emirates,inbound,42,10986624.29,cross_border_payments
E12,FY2026,United Arab Emirates,outbound,55,15259536.47,cross_border_payments
E12,FY2026,United Kingdom,inbound,55,25345371.419999998,cross_border_payments
E12,FY2026,United Kingdom,outbound,58,17813629.240000002,cross_border_payments
E12,FY2026,United States,inbound,56,14031644.11,cross_border_payments
E12,FY2026,United States,outbound,62,25937481.64,cross_border_payments
E12,FY2026,Unknown,inbound,15,3949615.82,cross_border_payments
E12,FY2026,Unknown,outbound,28,9939674.49,cross_border_payments
